Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
137,Titan,Echo Bolt,Polaris,4,2,39,0,0
138,Griefer,Hedge Seed,Polaris,4,0,2,1,382
139,Griefer,Hedge Seed,Polaris,4,0,2,1,522
140,Griefer,Hedge Seed,Polaris,4,0,0,1,164
141,Griefer,Hedge Seed,Polaris,4,0,0,0,0
142,Artillery,Bandage,Polaris,4,0,0,0,0
143,Griefer,Hedge Seed,Dustworks,5,0,10,1,505
144,Artillery,Bandage,Dustworks,5,0,3,1,716
145,Evincer,Echo Bolt,Dustworks,5,1,20,1,1054
146,Alchemist,Bandage,Dustworks,5,2,44,1,2847
147,Cloudbreaker,Vigor Flask,Dustworks,5,0,14,1,1523
148,Artillery,Bandage,Dustworks,5,1,13,1,1201
149,Artillery,Accelerator,Dustworks,5,1,15,1,1729
150,Battlesmith,Smoke Screen,Dustworks,5,2,31,1,1587
151,Artillery,Bandage,Dustworks,5,2,53,1,1818
152,Artillery,Accelerator,Dustworks,5,0,2,1,351
153,Alchemist,Bandage,Dustworks,5,0,20,1,1058
154,Cloudbreaker,Bandage,Dustworks,5,2,47,1,844
155,Evincer,Echo Bolt,Dustworks,5,1,10,1,322
156,Artillery,Bandage,Dustworks,5,1,47,1,489
157,Evincer,Echo Bolt,Dustworks,5,1,27,1,1238
158,Griefer,Spring Plume,Dustworks,5,3,70,1,2292
159,Alchemist,Bandage,Dustworks,5,0,2,1,230
160,Artillery,Bandage,Dustworks,5,0,3,1,765
161,Alchemist,Bandage,Dustworks,5,0,27,1,1340
162,Artillery,Bandage,Dustworks,5,3,78,0,0
163,Evincer,Echo Bolt,Dustworks,5,1,40,1,952
164,Alchemist,Bandage,Dustworks,5,0,8,1,402
165,Stargazer,Risk-It Biscuit,Dustworks,5,0,4,0,0
166,Alchemist,Bandage,Dustworks,5,0,0,0,0
167,Evincer,Echo Bolt,Dustworks,5,0,0,0,0
168,Artillery,Nox Bomb,Fissure,6,3,70,1,3418
169,Alchemist,Bandage,Fissure,6,0,10,1,804
170,Artillery,Bandage,Fissure,6,0,0,1,455
171,Stargazer,Nox Bomb,Fissure,6,2,20,1,1323
172,Evincer,Echo Bolt,Fissure,6,0,0,1,473
173,Artillery,Bandage,Fissure,6,0,0,1,283
174,Evincer,Echo Bolt,Fissure,6,0,2,1,408
175,Artillery,Bandage,Fissure,6,1,7,1,532
176,Evincer,Echo Bolt,Fissure,6,1,21,1,1009
177,Stargazer,Nox Bomb,Fissure,6,1,22,1,583
178,Ranger,Bandage,Fissure,6,2,5,1,512
179,Vampire,Flame Trap,Fissure,6,0,17,1,495
180,Evincer,Echo Bolt,Fissure,6,3,46,1,1443
181,Stargazer,Nox Bomb,Fissure,6,1,27,1,1401
182,Battlesmith,Vigor Flask,Fissure,6,1,64,1,1606
183,Ranger,Bandage,Fissure,6,0,2,1,403
184,Griefer,Lava Cake,Fissure,6,0,4,1,512
185,Stargazer,Nox Bomb,Fissure,6,1,16,1,899
186,Evincer,Echo Bolt,Fissure,6,2,72,0,0
187,Vampire,Risk-It Biscuit,Fissure,6,1,25,1,633
188,Griefer,Flame Trap,Fissure,6,0,4,0,0
189,Stargazer,Nox Bomb,Fissure,6,0,5,0,0
190,Chronomancer,Flame Trap,Fissure,6,0,0,0,0
191,Griefer,Flame Trap,Crystal,7,2,15,1,1087
192,Evincer,Echo Bolt,Crystal,7,0,8,1,693
193,Chronomancer,Smoke Screen,Crystal,7,0,8,1,513
194,Stargazer,Nox Bomb,Crystal,7,0,25,1,1394
195,Hexblade,Spring Plume,Crystal,7,1,8,1,641
196,Evincer,Echo Bolt,Crystal,7,1,10,1,353
197,Griefer,Flame Trap,Crystal,7,1,5,1,409
198,Alchemist,Lava Cake,Crystal,7,6,98,0,0
199,Evincer,Echo Bolt,Crystal,7,1,6,1,365
200,Evincer,Echo Bolt,Crystal,7,0,0,1,386
201,Griefer,Flame Trap,Crystal,7,1,7,1,495
202,Vampire,Smoke Screen,Crystal,7,1,0,1,321
203,Evincer,Echo Bolt,Crystal,7,1,10,1,326
204,Vampire,Smoke Screen,Crystal,7,3,19,1,996
205,Griefer,Flame Trap,Crystal,7,0,0,1,271
206,Evincer,Echo Bolt,Crystal,7,0,2,1,454
207,Griefer,Flame Trap,Crystal,7,1,5,1,364
208,Evincer,Echo Bolt,Crystal,7,0,3,1,285
209,Evincer,Echo Bolt,Crystal,7,0,2,1,230
210,Griefer,Flame Trap,Crystal,7,1,5,1,626
211,Evincer,Echo Bolt,Crystal,7,1,25,1,1655
212,Griefer,Flame Trap,Crystal,7,0,0,1,208
213,Ranger,Hedge Seed,Crystal,7,1,8,0,0
214,Griefer,Flame Trap,Crystal,7,0,10,1,641
215,Evincer,Echo Bolt,Crystal,7,0,0,0,0
216,Evincer,Echo Bolt,Grimspire,8,0,18,1,1433
217,Ranger,Accelerator,Grimspire,8,1,37,1,1635
218,Spectre,Echo Bolt,Grimspire,8,2,99,0,0
219,Skirmisher,Accelerator,Grimspire,8,0,12,1,657
220,Evincer,Echo Bolt,Grimspire,8,0,8,1,713
221,Vampire,Vigor Flask,Grimspire,8,2,46,1,1998
222,Skirmisher,Accelerator,Grimspire,8,1,18,1,1181
223,Frost Knight,Flame Trap,Grimspire,8,1,29,1,1753
224,Evincer,Echo Bolt,Grimspire,8,2,47,1,1629
225,Champion,Spring Plume,Grimspire,8,0,8,1,934
226,Artillery,Nox Bomb,Grimspire,8,0,6,0,0
227,Frost Knight,Flame Trap,Grimspire,8,0,0,0,0
228,Evincer,Echo Bolt,Grimspire,8,0,0,0,0
229,Evincer,Echo Bolt,Sunken,9,0,4,1,983
230,Battlesmith,Lava Cake,Sunken,9,2,33,1,1925
231,Frost Knight,Echo Bolt,Sunken,9,0,0,1,283
232,Evincer,Echo Bolt,Sunken,9,1,1,1,815
233,Battlesmith,Vigor Flask,Sunken,9,0,6,1,463
234,Frost Knight,Bandage,Sunken,9,2,4,1,388
235,Battlesmith,Vigor Flask,Sunken,9,2,31,1,1510
236,Evincer,Echo Bolt,Sunken,9,1,13,1,461
237,Skirmisher,Risk-It Biscuit,Sunken,9,1,13,1,609
238,Frost Knight,Bandage,Sunken,9,2,16,1,962
239,Evincer,Echo Bolt,Sunken,9,0,0,1,151
240,Evincer,Echo Bolt,Sunken,9,0,1,1,463
241,Champion,Risk-It Biscuit,Sunken,9,1,26,1,969
242,Evincer,Echo Bolt,Sunken,9,2,25,1,772
243,Battlesmith,Vigor Flask,Sunken,9,0,2,1,352
244,Frost Knight,Bandage,Sunken,9,2,31,1,776
245,Champion,Risk-It Biscuit,Sunken,9,2,40,1,1428
246,Battlesmith,Vigor Flask,Sunken,9,0,8,1,369
247,Evincer,Echo Bolt,Sunken,9,0,0,1,164
248,Evincer,Echo Bolt,Sunken,9,2,18,1,799
249,Battlesmith,Vigor Flask,Sunken,9,0,4,1,336
250,Frost Knight,Bandage,Sunken,9,2,30,1,487
251,Battlesmith,Vigor Flask,Sunken,9,2,13,1,665
252,Evincer,Echo Bolt,Sunken,9,0,5,1,273
253,Spectre,Echo Bolt,Sunken,9,2,33,1,829
254,Evincer,Echo Bolt,Sunken,9,0,5,1,202
255,Frost Knight,Bandage,Sunken,9,0,12,1,382
256,Evincer,Echo Bolt,Sunken,9,1,47,1,1051
257,Battlesmith,Vigor Flask,Sunken,9,1,17,1,735
258,Frost Knight,Bandage,Sunken,9,0,4,1,417
259,Vampire,Accelerator,Sunken,9,2,11,1,753
260,Frost Knight,Bandage,Sunken,9,0,38,1,538
261,Evincer,Echo Bolt,Sunken,9,4,72,1,1057
262,Hexblade,Flame Trap,Sunken,9,1,5,1,429
263,Battlesmith,Vigor Flask,Sunken,9,0,14,1,470
264,Frost Knight,Bandage,Sunken,9,0,2,1,216
265,Frost Knight,Bandage,Sunken,9,1,28,1,494
266,Evincer,Echo Bolt,Sunken,9,0,23,1,549
267,Battlesmith,Vigor Flask,Sunken,9,1,18,1,335
268,Evincer,Echo Bolt,Sunken,9,3,64,0,0
269,Battlesmith,Vigor Flask,Sunken,9,0,16,1,1198
270,Frost Knight,Bandage,Sunken,9,0,0,1,270
271,Chronomancer,Vigor Flask,Sunken,9,1,22,1,540
272,Frost Knight,Bandage,Sunken,9,1,11,1,459
273,Artillery,Accelerator,Sunken,9,1,2,0,0
274,Frost Knight,Bandage,Sunken,9,1,5,1,343
275,Evincer,Echo Bolt,Scald,10,0,2,1,186
276,Artillery,Smoke Screen,Scald,10,1,6,1,816
277,Titan,Echo Bolt,Scald,10,0,8,1,457
278,Titan,Spring Plume,Scald,10,0,10,1,863
279,Titan,Echo Bolt,Scald,10,2,17,1,1142
280,Artillery,Vigor Flask,Scald,10,0,0,1,1088
281,Titan,Spring Plume,Scald,10,1,18,1,907
282,Skirmisher,Bandage,Scald,10,2,16,1,602
283,Titan,Echo Bolt,Scald,10,1,21,1,778
284,Artillery,Echo Bolt,Scald,10,1,17,1,1762
285,Skirmisher,Bandage,Scald,10,1,11,1,609
286,Titan,Spring Plume,Scald,10,0,6,1,829
287,Titan,Echo Bolt,Scald,10,3,80,1,3530
288,Skirmisher,Bandage,Scald,10,0,0,1,358
289,Titan,Spring Plume,Scald,10,0,6,1,814
290,Skirmisher,Bandage,Scald,10,1,18,1,1069
291,Stargazer,Spring Plume,Scald,10,3,93,0,0
292,Titan,Spring Plume,Scald,10,1,11,1,961
293,Skirmisher,Bandage,Scald,10,1,80,1,2361
294,Titan,Spring Plume,Scald,10,0,0,1,434
295,Titan,Spring Plume,Scald,10,1,0,1,768
296,Titan,Echo Bolt,Scald,10,1,7,0,0
297,Titan,Spring Plume,Scald,10,0,2,1,711
298,Titan,Spring Plume,Scald,10,0,6,0,0
299,Skirmisher,Bandage,Scald,10,0,0,0,0
300,Battlesmith,Flame Trap,Golden,11,4,97,0,0
301,Spectre,Spring Plume,Golden,11,0,89,1,4179
302,Evincer,Echo Bolt,Golden,11,2,14,1,1623
303,Skirmisher,Bandage,Golden,11,0,0,1,225
304,Skirmisher,Bandage,Golden,11,0,4,1,805
305,Evincer,Echo Bolt,Golden,11,0,2,1,703
306,Artillery,Bandage,Golden,11,1,18,1,1104
307,Evincer,Echo Bolt,Golden,11,0,2,1,1156
308,Artillery,Bandage,Golden,11,0,10,0,0
309,Evincer,Echo Bolt,Golden,11,0,0,0,0
310,Skirmisher,Smoke Screen,Dustworks,12,1,13,1,673
311,Spectre,Spring Plume,Dustworks,12,0,12,1,474
312,Cloudbreaker,Bandage,Dustworks,12,3,39,1,1897
313,Artillery,Bandage,Dustworks,12,0,4,1,543
314,Evincer,Echo Bolt,Dustworks,12,1,2,1,234
315,Dancer,Risk-It Biscuit,Dustworks,12,0,4,1,230
316,Evincer,Echo Bolt,Dustworks,12,0,2,1,352
317,Dancer,Accelerator,Dustworks,12,2,19,1,1108
318,Artillery,Bandage,Dustworks,12,1,2,1,290
319,Evincer,Echo Bolt,Dustworks,12,0,4,1,373
320,Artillery,Bandage,Dustworks,12,1,21,1,1025
321,Evincer,Echo Bolt,Dustworks,12,2,25,1,857
322,Cloudbreaker,Bandage,Dustworks,12,0,14,1,977
323,Chronomancer,Smoke Screen,Dustworks,12,1,29,1,945
324,Evincer,Echo Bolt,Dustworks,12,2,38,1,1079
325,Artillery,Bandage,Dustworks,12,0,6,1,522
326,Cloudbreaker,Bandage,Dustworks,12,1,14,1,845
327,Ranger,Echo Bolt,Dustworks,12,1,40,1,929
328,Artillery,Bandage,Dustworks,12,2,39,1,1325
329,Evincer,Echo Bolt,Dustworks,12,1,2,1,216
330,Cloudbreaker,Bandage,Dustworks,12,0,0,1,296
331,Evincer,Echo Bolt,Dustworks,12,0,22,1,1043
332,Spectre,Hedge Seed,Dustworks,12,3,22,1,1070
333,Cloudbreaker,Bandage,Dustworks,12,3,41,1,1764
334,Artillery,Bandage,Dustworks,12,0,18,1,594
335,Evincer,Echo Bolt,Dustworks,12,0,23,1,331
336,Spectre,Smoke Screen,Dustworks,12,1,23,1,849
337,Evincer,Echo Bolt,Dustworks,12,0,9,1,417
338,Artillery,Bandage,Dustworks,12,2,53,1,627
339,Evincer,Echo Bolt,Dustworks,12,0,20,1,346
340,Hexblade,Vigor Flask,Dustworks,12,2,41,1,384
341,Cloudbreaker,Bandage,Dustworks,12,1,41,1,670
342,Artillery,Bandage,Dustworks,12,0,4,1,213
343,Evincer,Echo Bolt,Dustworks,12,2,20,1,316
344,Titan,Spring Plume,Dustworks,12,1,20,1,1008
345,Artillery,Bandage,Dustworks,12,1,40,1,825
346,Evincer,Echo Bolt,Dustworks,12,0,8,1,203
347,Cloudbreaker,Bandage,Dustworks,12,2,33,1,977
348,Evincer,Echo Bolt,Dustworks,12,1,51,1,785
349,Artillery,Bandage,Dustworks,12,0,42,1,921
350,Dancer,Lava Cake,Dustworks,12,1,21,1,384
351,Evincer,Echo Bolt,Dustworks,12,1,30,1,410
352,Cloudbreaker,Bandage,Dustworks,12,0,0,1,386
353,Skirmisher,Spring Plume,Dustworks,12,5,79,0,0
354,Evincer,Echo Bolt,Dustworks,12,0,25,1,418
355,Cloudbreaker,Bandage,Dustworks,12,2,26,1,469
356,Artillery,Bandage,Dustworks,12,0,3,1,524
357,Evincer,Echo Bolt,Dustworks,12,0,4,1,255
358,Cloudbreaker,Bandage,Dustworks,12,0,10,0,0
359,Evincer,Echo Bolt,Dustworks,12,0,0,0,0
