Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed
50,Battlesmith,Spring Plume,Polaris,2,4,39,1
51,Chronomancer,Hedge Seed,Polaris,2,1,30,1
52,Titan,Echo Bolt,Polaris,2,0,2,1
53,Titan,Echo Bolt,Polaris,2,0,40,1
54,Griefer,Vigor Flask,Polaris,2,1,41,1
55,Stargazer,Smoke Screen,Polaris,2,1,28,1
56,Battlesmith,Spring Plume,Polaris,2,2,19,1
57,Frost Knight,Spring Plume,Polaris,2,0,8,1
58,Alchemist,Vigor Flask,Polaris,2,0,37,1
59,Titan,Echo Bolt,Polaris,2,1,30,1
60,Artillery,Bandage,Polaris,2,0,9,1
61,Battlesmith,Spring Plume,Polaris,2,6,72,1
62,Stargazer,Smoke Screen,Polaris,2,2,58,1
63,Vampire,Risk-It Biscuit,Polaris,2,0,16,1
64,Titan,Echo Bolt,Polaris,2,0,14,1
65,Alchemist,Vigor Flask,Polaris,2,0,4,1
66,Vampire,Risk-It Biscuit,Polaris,2,1,58,1
67,Alchemist,Vigor Flask,Polaris,2,0,10,1
68,Titan,Echo Bolt,Polaris,2,0,32,1
69,Stargazer,Smoke Screen,Polaris,2,1,14,1
70,Battlesmith,Spring Plume,Polaris,2,1,59,1
71,Titan,Echo Bolt,Polaris,2,2,87,0
72,Alchemist,Vigor Flask,Polaris,2,0,8,1
73,Vampire,Risk-It Biscuit,Polaris,2,2,23,0
74,Stargazer,Smoke Screen,Polaris,2,1,13,0
75,Alchemist,Vigor Flask,Polaris,2,0,8,0
76,Battlesmith,Spring Plume,Polaris,2,0,12,1
77,Stargazer,Smoke Screen,Sunken,3,1,17,1
78,Cloudbreaker,Nox Bomb,Sunken,3,1,14,1
79,Battlesmith,Risk-It Biscuit,Sunken,3,0,8,1
80,Frost Knight,Flame Trap,Sunken,3,1,12,1
81,Titan,Echo Bolt,Sunken,3,0,0,1
82,Battlesmith,Risk-It Biscuit,Sunken,3,1,9,1
83,Alchemist,Accelerator,Sunken,3,1,9,1
84,Titan,Echo Bolt,Sunken,3,0,2,1
85,Battlesmith,Risk-It Biscuit,Sunken,3,3,25,1
86,Stargazer,Smoke Screen,Sunken,3,2,25,1
87,Alchemist,Accelerator,Sunken,3,1,26,1
88,Frost Knight,Flame Trap,Sunken,3,0,8,1
89,Titan,Echo Bolt,Sunken,3,0,0,1
90,Battlesmith,Risk-It Biscuit,Sunken,3,1,9,1
91,Stargazer,Smoke Screen,Sunken,3,1,0,1
92,Frost Knight,Flame Trap,Sunken,3,1,9,1
93,Battlesmith,Risk-It Biscuit,Sunken,3,6,80,1
94,Frost Knight,Flame Trap,Sunken,3,0,12,1
95,Stargazer,Smoke Screen,Sunken,3,0,25,1
96,Alchemist,Accelerator,Sunken,3,1,8,1
97,Frost Knight,Flame Trap,Sunken,3,2,11,1
98,Alchemist,Accelerator,Sunken,3,0,0,1
99,Alchemist,Accelerator,Sunken,3,1,12,1
100,Frost Knight,Flame Trap,Sunken,3,0,13,1
101,Stargazer,Smoke Screen,Sunken,3,1,51,1
102,Titan,Echo Bolt,Sunken,3,0,1,1
103,Frost Knight,Flame Trap,Sunken,3,0,4,1
104,Alchemist,Accelerator,Sunken,3,1,33,1
105,Battlesmith,Risk-It Biscuit,Sunken,3,1,3,1
106,Frost Knight,Flame Trap,Sunken,3,1,5,1
107,Titan,Echo Bolt,Sunken,3,0,16,1
108,Stargazer,Smoke Screen,Sunken,3,1,36,1
109,Frost Knight,Flame Trap,Sunken,3,2,45,1
110,Battlesmith,Bandage,Sunken,3,3,72,1
111,Stargazer,Smoke Screen,Sunken,3,2,7,1
112,Alchemist,Accelerator,Sunken,3,0,0,1
113,Alchemist,Accelerator,Sunken,3,1,50,1
114,Titan,Echo Bolt,Sunken,3,0,0,1
115,Stargazer,Smoke Screen,Sunken,3,1,19,1
116,Titan,Echo Bolt,Sunken,3,0,8,1
117,Battlesmith,Bandage,Sunken,3,3,54,0
118,Stargazer,Smoke Screen,Sunken,3,1,31,0
119,Frost Knight,Flame Trap,Sunken,3,0,14,1
120,Titan,Nox Bomb,Sunken,3,0,2,1
121,Cloudbreaker,Hedge Seed,Sunken,3,1,20,1
122,Frost Knight,Flame Trap,Sunken,3,0,4,0
123,Titan,Nox Bomb,Sunken,3,0,0,0
124,Titan,Nox Bomb,Fissure,4,0,10,1
125,Stargazer,Smoke Screen,Fissure,4,1,18,1
126,Dancer,Bandage,Fissure,4,0,5,1
127,Cloudbreaker,Hedge Seed,Fissure,4,0,4,1
128,Titan,Nox Bomb,Fissure,4,2,21,1
129,Evincer,Hedge Seed,Fissure,4,1,17,1
130,Ranger,Smoke Screen,Fissure,4,5,59,1
131,Cloudbreaker,Hedge Seed,Fissure,4,0,7,1
132,Dancer,Bandage,Fissure,4,0,6,1
133,Stargazer,Smoke Screen,Fissure,4,1,8,1
134,Evincer,Hedge Seed,Fissure,4,1,15,1
135,Cloudbreaker,Hedge Seed,Fissure,4,1,14,1
136,Stargazer,Smoke Screen,Fissure,4,0,4,1
137,Dancer,Bandage,Fissure,4,1,9,1
138,Battlesmith,Vigor Flask,Fissure,4,1,18,1
139,Evincer,Hedge Seed,Fissure,4,2,45,1
140,Cloudbreaker,Hedge Seed,Fissure,4,0,2,1
141,Stargazer,Smoke Screen,Fissure,4,0,4,1
142,Evincer,Bandage,Fissure,4,7,93,0
143,Ranger,Smoke Screen,Fissure,4,0,7,1
144,Stargazer,Smoke Screen,Fissure,4,0,27,1
145,Battlesmith,Vigor Flask,Fissure,4,1,7,1
146,Cloudbreaker,Hedge Seed,Fissure,4,0,0,1
147,Spectre,Spring Plume,Fissure,4,2,28,1
148,Cloudbreaker,Hedge Seed,Fissure,4,0,19,1
149,Stargazer,Smoke Screen,Fissure,4,0,16,0
150,Evincer,Hedge Seed,Fissure,4,0,14,1
151,Ranger,Smoke Screen,Fissure,4,1,22,1
152,Cloudbreaker,Hedge Seed,Fissure,4,0,0,0
153,Evincer,Hedge Seed,Fissure,4,0,1,1
154,Titan,Spring Plume,Fissure,4,0,2,0
155,Ranger,Smoke Screen,Fissure,4,0,0,0
156,Evincer,Hedge Seed,Fissure,4,0,0,0
157,Hexblade,Smoke Screen,Golden,5,1,11,1
158,Artillery,Lava Cake,Golden,5,0,0,1
159,Cloudbreaker,Echo Bolt,Golden,5,0,4,1
160,Cloudbreaker,Hedge Seed,Golden,5,0,5,1
161,Evincer,Hedge Seed,Golden,5,3,22,1
162,Titan,Echo Bolt,Golden,5,2,13,1
163,Ranger,Flame Trap,Golden,5,0,10,1
164,Cloudbreaker,Echo Bolt,Golden,5,0,10,1
165,Hexblade,Smoke Screen,Golden,5,1,5,1
166,Ranger,Nox Bomb,Golden,5,4,75,1
167,Cloudbreaker,Hedge Seed,Golden,5,0,0,1
168,Cloudbreaker,Echo Bolt,Golden,5,0,12,1
169,Titan,Echo Bolt,Golden,5,1,7,1
170,Skirmisher,Risk-It Biscuit,Golden,5,3,16,1
171,Evincer,Hedge Seed,Golden,5,0,20,1
172,Cloudbreaker,Hedge Seed,Golden,5,0,2,1
173,Cloudbreaker,Echo Bolt,Golden,5,1,2,1
174,Titan,Echo Bolt,Golden,5,0,4,1
175,Cloudbreaker,Echo Bolt,Golden,5,1,12,1
176,Titan,Echo Bolt,Golden,5,0,5,1
177,Dancer,Spring Plume,Golden,5,3,26,1
178,Cloudbreaker,Echo Bolt,Golden,5,2,32,0
179,Titan,Risk-It Biscuit,Golden,5,1,14,1
180,Titan,Echo Bolt,Golden,5,0,36,1
181,Evincer,Hedge Seed,Golden,5,1,0,1
182,Titan,Risk-It Biscuit,Golden,5,1,1,1
183,Evincer,Hedge Seed,Golden,5,1,33,1
184,Ranger,Nox Bomb,Golden,5,1,18,1
185,Titan,Risk-It Biscuit,Golden,5,0,0,1
186,Titan,Echo Bolt,Golden,5,1,25,0
187,Griefer,Risk-It Biscuit,Golden,5,1,70,0
188,Dancer,Spring Plume,Golden,5,0,11,1
189,Evincer,Bandage,Golden,5,1,8,1
190,Cloudbreaker,Vigor Flask,Golden,5,0,0,0
191,Cloudbreaker,Vigor Flask,Bogpit,6,1,17,1
192,Battlesmith,Nox Bomb,Bogpit,6,0,6,1
193,Artillery,Spring Plume,Bogpit,6,0,16,1
194,Hexblade,Echo Bolt,Bogpit,6,1,4,1
195,Skirmisher,Accelerator,Bogpit,6,2,22,1
196,Stargazer,Flame Trap,Bogpit,6,0,30,1
197,Hexblade,Echo Bolt,Bogpit,6,0,10,1
198,Dancer,Spring Plume,Bogpit,6,1,10,1
199,Cloudbreaker,Vigor Flask,Bogpit,6,2,22,1
200,Artillery,Spring Plume,Bogpit,6,1,15,1
201,Dancer,Spring Plume,Bogpit,6,1,25,1
202,Hexblade,Echo Bolt,Bogpit,6,0,2,1
203,Hexblade,Echo Bolt,Bogpit,6,2,37,1
204,Frost Knight,Hedge Seed,Bogpit,6,2,2,1
205,Alchemist,Nox Bomb,Bogpit,6,1,17,1
206,Titan,Flame Trap,Bogpit,6,0,31,1
207,Griefer,Spring Plume,Bogpit,6,1,40,1
208,Dancer,Spring Plume,Bogpit,6,0,4,1
209,Frost Knight,Hedge Seed,Bogpit,6,2,39,1
210,Hexblade,Echo Bolt,Bogpit,6,2,25,1
211,Titan,Lava Cake,Bogpit,6,1,27,1
212,Titan,Smoke Screen,Bogpit,6,1,4,1
213,Dancer,Spring Plume,Bogpit,6,1,3,1
214,Hexblade,Echo Bolt,Bogpit,6,1,35,1
215,Dancer,Spring Plume,Bogpit,6,0,27,1
216,Frost Knight,Hedge Seed,Bogpit,6,1,38,1
217,Griefer,Bandage,Bogpit,6,0,61,1
218,Battlesmith,Lava Cake,Bogpit,6,0,16,1
219,Griefer,Spring Plume,Bogpit,6,3,68,1
220,Dancer,Spring Plume,Bogpit,6,0,0,1
221,Hexblade,Echo Bolt,Bogpit,6,2,27,1
222,Frost Knight,Hedge Seed,Bogpit,6,0,3,1
223,Frost Knight,Hedge Seed,Bogpit,6,2,72,1
224,Battlesmith,Lava Cake,Bogpit,6,1,7,1
225,Ranger,Vigor Flask,Bogpit,6,0,0,1
226,Battlesmith,Lava Cake,Bogpit,6,0,4,1
227,Hexblade,Echo Bolt,Bogpit,6,3,72,1
228,Dancer,Spring Plume,Bogpit,6,1,53,1
229,Stargazer,Vigor Flask,Bogpit,6,1,38,1
230,Ranger,Vigor Flask,Bogpit,6,0,4,1
231,Frost Knight,Hedge Seed,Bogpit,6,1,42,1
232,Evincer,Nox Bomb,Bogpit,6,1,51,1
233,Dancer,Spring Plume,Bogpit,6,0,12,1
234,Frost Knight,Hedge Seed,Bogpit,6,3,24,1
235,Ranger,Vigor Flask,Bogpit,6,1,89,0
236,Hexblade,Echo Bolt,Bogpit,6,1,44,1
237,Stargazer,Vigor Flask,Bogpit,6,2,45,0
238,Dancer,Spring Plume,Bogpit,6,0,1,1
239,Evincer,Nox Bomb,Bogpit,6,0,17,1
240,Frost Knight,Hedge Seed,Bogpit,6,1,25,1
241,Hexblade,Echo Bolt,Bogpit,6,0,5,0
242,Dancer,Spring Plume,Bogpit,6,1,8,0
243,Evincer,Nox Bomb,Bogpit,6,0,0,0
244,Frost Knight,Hedge Seed,Bogpit,6,0,0,0
245,Frost Knight,Lava Cake,Dustworks,7,2,13,1
246,Dancer,Spring Plume,Dustworks,7,0,4,1
247,Griefer,Lava Cake,Dustworks,7,1,27,1
248,Battlesmith,Hedge Seed,Dustworks,7,0,8,1
249,Stargazer,Bandage,Dustworks,7,0,6,1
250,Dancer,Spring Plume,Dustworks,7,0,10,1
251,Battlesmith,Hedge Seed,Dustworks,7,2,14,1
252,Alchemist,Risk-It Biscuit,Dustworks,7,7,64,1
253,Dancer,Spring Plume,Dustworks,7,1,9,1
254,Ranger,Flame Trap,Dustworks,7,0,3,1
255,Battlesmith,Hedge Seed,Dustworks,7,0,10,1
256,Dancer,Spring Plume,Dustworks,7,1,2,1
257,Ranger,Flame Trap,Dustworks,7,1,3,1
258,Griefer,Lava Cake,Dustworks,7,2,5,1
259,Ranger,Flame Trap,Dustworks,7,0,12,1
260,Battlesmith,Hedge Seed,Dustworks,7,1,12,1
261,Artillery,Smoke Screen,Dustworks,7,0,2,1
262,Griefer,Lava Cake,Dustworks,7,1,2,1
263,Chronomancer,Lava Cake,Dustworks,7,0,29,1
264,Artillery,Smoke Screen,Dustworks,7,0,8,1
265,Ranger,Flame Trap,Dustworks,7,1,0,1
266,Battlesmith,Hedge Seed,Dustworks,7,0,4,1
267,Griefer,Lava Cake,Dustworks,7,1,4,1
268,Battlesmith,Hedge Seed,Dustworks,7,1,10,1
269,Ranger,Flame Trap,Dustworks,7,0,6,1
270,Griefer,Lava Cake,Dustworks,7,0,0,1
271,Spectre,Smoke Screen,Dustworks,7,2,21,1
272,Griefer,Lava Cake,Dustworks,7,0,2,1
273,Ranger,Flame Trap,Dustworks,7,2,41,1
274,Champion,Risk-It Biscuit,Dustworks,7,6,57,1
275,Battlesmith,Hedge Seed,Dustworks,7,1,2,1
276,Griefer,Lava Cake,Dustworks,7,1,9,1
277,Chronomancer,Lava Cake,Dustworks,7,1,13,1
278,Spectre,Smoke Screen,Dustworks,7,0,0,1
279,Ranger,Flame Trap,Dustworks,7,0,2,1
280,Battlesmith,Hedge Seed,Dustworks,7,1,49,1
281,Spectre,Smoke Screen,Dustworks,7,0,0,1
282,Griefer,Lava Cake,Dustworks,7,2,3,1
283,Ranger,Flame Trap,Dustworks,7,0,4,1
284,Spectre,Smoke Screen,Dustworks,7,0,9,1
285,Griefer,Lava Cake,Dustworks,7,2,29,1
286,Chronomancer,Lava Cake,Dustworks,7,0,10,1
287,Ranger,Flame Trap,Dustworks,7,1,37,1
288,Battlesmith,Hedge Seed,Dustworks,7,0,9,1
289,Battlesmith,Hedge Seed,Dustworks,7,4,78,0
290,Champion,Risk-It Biscuit,Dustworks,7,0,31,1
291,Griefer,Lava Cake,Dustworks,7,2,70,1
292,Cloudbreaker,Bandage,Dustworks,7,0,11,0
293,Spectre,Echo Bolt,Dustworks,7,1,3,1
294,Spectre,Smoke Screen,Dustworks,7,0,0,1
295,Ranger,Flame Trap,Dustworks,7,0,34,0
296,Spectre,Echo Bolt,Dustworks,7,0,4,0
297,Spectre,Smoke Screen,Dustworks,7,0,3,1
298,Griefer,Lava Cake,Dustworks,7,0,2,0
299,Spectre,Smoke Screen,Dustworks,7,0,0,0
300,Griefer,Lava Cake,Scald,8,1,50,1
301,Hexblade,Flame Trap,Scald,8,2,22,1
302,Alchemist,Flame Trap,Scald,8,0,0,1
303,Spectre,Accelerator,Scald,8,1,27,1
304,Stargazer,Accelerator,Scald,8,0,2,1
305,Alchemist,Flame Trap,Scald,8,1,10,1
306,Stargazer,Accelerator,Scald,8,0,4,1
307,Stargazer,Accelerator,Scald,8,1,11,1
308,Hexblade,Flame Trap,Scald,8,1,7,1
309,Spectre,Accelerator,Scald,8,1,16,1
310,Cloudbreaker,Bandage,Scald,8,0,10,1
311,Griefer,Lava Cake,Scald,8,1,23,1
312,Stargazer,Accelerator,Scald,8,1,23,1
313,Cloudbreaker,Bandage,Scald,8,0,12,1
314,Spectre,Accelerator,Scald,8,5,93,1
315,Frost Knight,Nox Bomb,Scald,8,2,9,1
316,Griefer,Lava Cake,Scald,8,0,9,1
317,Vampire,Vigor Flask,Scald,8,1,11,1
318,Griefer,Lava Cake,Scald,8,0,1,1
319,Alchemist,Flame Trap,Scald,8,1,28,1
320,Stargazer,Accelerator,Scald,8,2,36,1
321,Frost Knight,Nox Bomb,Scald,8,0,14,1
322,Griefer,Lava Cake,Scald,8,2,77,1
323,Vampire,Vigor Flask,Scald,8,0,8,1
324,Vampire,Spring Plume,Scald,8,2,46,1
325,Vampire,Vigor Flask,Scald,8,0,2,1
326,Alchemist,Flame Trap,Scald,8,0,6,1
327,Spectre,Accelerator,Scald,8,2,55,1
328,Vampire,Vigor Flask,Scald,8,1,12,1
329,Vampire,Spring Plume,Scald,8,1,63,1
330,Alchemist,Flame Trap,Scald,8,0,0,1
331,Vampire,Vigor Flask,Scald,8,0,18,0
332,Stargazer,Accelerator,Scald,8,1,16,1
333,Spectre,Accelerator,Scald,8,2,50,0
334,Alchemist,Flame Trap,Scald,8,0,0,0
335,Vampire,Spring Plume,Scald,8,0,2,0
336,Griefer,Lava Cake,Scald,8,0,0,0
337,Stargazer,Accelerator,Scald,8,0,4,0
338,Alchemist,Flame Trap,Sunken,9,0,4,1
339,Battlesmith,Hedge Seed,Sunken,9,0,4,1
340,Hexblade,Echo Bolt,Sunken,9,2,12,1
341,Frost Knight,Lava Cake,Sunken,9,1,18,1
342,Artillery,Echo Bolt,Sunken,9,1,12,1
343,Alchemist,Nox Bomb,Sunken,9,0,8,1
344,Battlesmith,Hedge Seed,Sunken,9,0,0,1
345,Alchemist,Flame Trap,Sunken,9,0,0,1
346,Battlesmith,Hedge Seed,Sunken,9,1,2,1
347,Hexblade,Echo Bolt,Sunken,9,8,33,1
348,Alchemist,Flame Trap,Sunken,9,0,2,1
349,Battlesmith,Hedge Seed,Sunken,9,0,12,1
350,Battlesmith,Lava Cake,Sunken,9,0,5,1
351,Alchemist,Smoke Screen,Sunken,9,0,3,1
352,Griefer,Echo Bolt,Sunken,9,1,9,1
353,Battlesmith,Lava Cake,Sunken,9,2,1,1
354,Artillery,Echo Bolt,Sunken,9,0,0,1
355,Alchemist,Smoke Screen,Sunken,9,0,15,1
356,Artillery,Echo Bolt,Sunken,9,1,13,1
357,Alchemist,Flame Trap,Sunken,9,2,6,1
358,Battlesmith,Lava Cake,Sunken,9,1,0,1
359,Griefer,Echo Bolt,Sunken,9,1,4,1
360,Hexblade,Echo Bolt,Sunken,9,2,30,1
361,Battlesmith,Lava Cake,Sunken,9,2,29,1
362,Cloudbreaker,Lava Cake,Sunken,9,0,7,1
363,Alchemist,Smoke Screen,Sunken,9,1,11,1
364,Artillery,Echo Bolt,Sunken,9,2,4,1
365,Alchemist,Flame Trap,Sunken,9,0,0,1
366,Alchemist,Flame Trap,Sunken,9,0,0,1
367,Griefer,Echo Bolt,Sunken,9,2,25,1
368,Artillery,Echo Bolt,Sunken,9,0,2,1
369,Alchemist,Flame Trap,Sunken,9,0,2,1
370,Battlesmith,Nox Bomb,Sunken,9,2,36,1
371,Artillery,Echo Bolt,Sunken,9,0,5,1
372,Alchemist,Smoke Screen,Sunken,9,1,2,1
373,Hexblade,Echo Bolt,Sunken,9,1,5,1
374,Stargazer,Risk-It Biscuit,Sunken,9,1,34,1
375,Artillery,Echo Bolt,Sunken,9,0,2,1
376,Alchemist,Flame Trap,Sunken,9,2,17,1
377,Artillery,Echo Bolt,Sunken,9,1,29,1
378,Griefer,Echo Bolt,Sunken,9,2,12,1
379,Alchemist,Smoke Screen,Sunken,9,0,5,1
380,Battlesmith,Nox Bomb,Sunken,9,0,0,1
381,Battlesmith,Nox Bomb,Sunken,9,0,15,1
382,Griefer,Echo Bolt,Sunken,9,2,28,1
383,Stargazer,Risk-It Biscuit,Sunken,9,1,30,1
384,Griefer,Echo Bolt,Sunken,9,4,92,1
385,Artillery,Echo Bolt,Sunken,9,1,0,1
386,Artillery,Echo Bolt,Sunken,9,0,0,1
387,Frost Knight,Hedge Seed,Sunken,9,1,5,1
388,Skirmisher,Risk-It Biscuit,Sunken,9,2,8,1
389,Frost Knight,Hedge Seed,Sunken,9,0,0,1
390,Artillery,Echo Bolt,Sunken,9,1,31,1
391,Frost Knight,Hedge Seed,Sunken,9,0,0,1
392,Titan,Echo Bolt,Sunken,9,0,25,1
393,Frost Knight,Hedge Seed,Sunken,9,1,19,1
394,Hexblade,Smoke Screen,Sunken,9,3,29,1
395,Griefer,Echo Bolt,Sunken,9,1,17,1
396,Artillery,Echo Bolt,Sunken,9,0,36,1
397,Titan,Echo Bolt,Sunken,9,0,13,1
398,Frost Knight,Hedge Seed,Sunken,9,2,69,1
399,Hexblade,Smoke Screen,Sunken,9,3,38,1
400,Chronomancer,Flame Trap,Sunken,9,0,0,1
401,Chronomancer,Flame Trap,Sunken,9,0,6,1
402,Artillery,Echo Bolt,Sunken,9,1,31,1
403,Ranger,Risk-It Biscuit,Sunken,9,1,9,1
404,Vampire,Lava Cake,Sunken,9,3,46,1
405,Frost Knight,Hedge Seed,Sunken,9,2,56,0
406,Artillery,Echo Bolt,Sunken,9,0,0,1
407,Evincer,Risk-It Biscuit,Sunken,9,0,2,1
408,Ranger,Risk-It Biscuit,Sunken,9,1,11,1
409,Evincer,Risk-It Biscuit,Sunken,9,0,0,0
410,Artillery,Echo Bolt,Sunken,9,0,2,0
411,Vampire,Lava Cake,Sunken,9,0,0,0
412,Frost Knight,Hedge Seed,Polaris,10,0,14,1
413,Titan,Risk-It Biscuit,Polaris,10,0,4,1
414,Evincer,Risk-It Biscuit,Polaris,10,1,17,1
415,Ranger,Smoke Screen,Polaris,10,0,4,1
416,Titan,Risk-It Biscuit,Polaris,10,4,17,1
417,Titan,Risk-It Biscuit,Polaris,10,0,0,1
418,Ranger,Smoke Screen,Polaris,10,0,4,1
419,Titan,Risk-It Biscuit,Polaris,10,2,9,1
420,Frost Knight,Hedge Seed,Polaris,10,0,10,1
421,Evincer,Risk-It Biscuit,Polaris,10,0,2,1
422,Ranger,Smoke Screen,Polaris,10,2,11,1
423,Evincer,Risk-It Biscuit,Polaris,10,1,15,1
424,Frost Knight,Hedge Seed,Polaris,10,0,8,1
425,Titan,Risk-It Biscuit,Polaris,10,2,13,1
426,Spectre,Smoke Screen,Polaris,10,1,20,1
427,Titan,Risk-It Biscuit,Polaris,10,2,17,1
428,Evincer,Risk-It Biscuit,Polaris,10,0,0,1
429,Ranger,Smoke Screen,Polaris,10,3,27,1
430,Evincer,Risk-It Biscuit,Polaris,10,0,0,1
431,Frost Knight,Nox Bomb,Polaris,10,1,11,1
432,Artillery,Accelerator,Polaris,10,0,0,1
433,Stargazer,Lava Cake,Polaris,10,3,22,1
434,Evincer,Risk-It Biscuit,Polaris,10,1,9,1
435,Ranger,Smoke Screen,Polaris,10,0,28,1
436,Vampire,Accelerator,Polaris,10,1,5,1
437,Frost Knight,Hedge Seed,Polaris,10,0,13,1
438,Evincer,Risk-It Biscuit,Polaris,10,1,24,1
439,Ranger,Smoke Screen,Polaris,10,0,16,1
440,Vampire,Accelerator,Polaris,10,2,29,1
441,Stargazer,Lava Cake,Polaris,10,1,5,1
442,Frost Knight,Hedge Seed,Polaris,10,0,18,1
443,Evincer,Risk-It Biscuit,Polaris,10,1,15,1
444,Vampire,Accelerator,Polaris,10,4,51,1
445,Ranger,Smoke Screen,Polaris,10,1,41,1
446,Evincer,Risk-It Biscuit,Polaris,10,0,0,1
447,Stargazer,Lava Cake,Polaris,10,1,17,1
448,Evincer,Risk-It Biscuit,Polaris,10,0,2,1
449,Frost Knight,Hedge Seed,Polaris,10,0,17,1
450,Vampire,Accelerator,Polaris,10,1,1,1
451,Evincer,Risk-It Biscuit,Polaris,10,2,50,1
452,Cloudbreaker,Smoke Screen,Polaris,10,1,36,1
453,Vampire,Accelerator,Polaris,10,2,35,1
454,Frost Knight,Smoke Screen,Polaris,10,0,15,1
455,Ranger,Smoke Screen,Polaris,10,0,11,1
456,Evincer,Risk-It Biscuit,Polaris,10,1,9,1
457,Skirmisher,Flame Trap,Polaris,10,1,36,1
458,Chronomancer,Smoke Screen,Polaris,10,2,46,1
459,Evincer,Risk-It Biscuit,Polaris,10,1,19,1
460,Vampire,Accelerator,Polaris,10,2,45,1
461,Ranger,Smoke Screen,Polaris,10,0,4,1
462,Griefer,Accelerator,Polaris,10,2,57,1
463,Evincer,Risk-It Biscuit,Polaris,10,1,8,1
464,Ranger,Smoke Screen,Polaris,10,1,2,1
465,Evincer,Risk-It Biscuit,Polaris,10,1,36,1
466,Vampire,Accelerator,Polaris,10,0,9,1
467,Stargazer,Smoke Screen,Polaris,10,1,16,1
468,Ranger,Smoke Screen,Polaris,10,0,38,1
469,Vampire,Accelerator,Polaris,10,1,59,1
470,Artillery,Risk-It Biscuit,Polaris,10,2,25,1
471,Evincer,Risk-It Biscuit,Polaris,10,1,19,1
472,Stargazer,Smoke Screen,Polaris,10,0,0,1
473,Cloudbreaker,Hedge Seed,Polaris,10,1,37,1
474,Evincer,Risk-It Biscuit,Polaris,10,2,62,1
475,Stargazer,Smoke Screen,Polaris,10,2,21,0
476,Battlesmith,Flame Trap,Polaris,10,0,43,1
477,Dancer,Lava Cake,Polaris,10,1,61,0
478,Ranger,Smoke Screen,Polaris,10,1,35,0
479,Evincer,Risk-It Biscuit,Polaris,10,0,0,1
480,Evincer,Risk-It Biscuit,Polaris,10,0,0,0
481,Champion,Hedge Seed,Polaris,10,0,2,0
482,Stargazer,Smoke Screen,Bogpit,11,0,18,1
483,Stargazer,Vigor Flask,Bogpit,11,2,27,1
