Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed
183,Chronomancer,Lava Cake,Grimspire,5,0,2,1
184,Chronomancer,Lava Cake,Grimspire,5,0,10,1
185,Skirmisher,Smoke Screen,Grimspire,5,1,27,0
186,Titan,Risk-It Biscuit,Grimspire,5,0,6,0
187,Chronomancer,Lava Cake,Grimspire,5,0,4,0
188,Evincer,Flame Trap,Grimspire,5,0,2,0
189,Evincer,Flame Trap,Grimspire,6,0,4,1
190,Griefer,Nox Bomb,Grimspire,6,1,21,1
191,Stargazer,Vigor Flask,Grimspire,6,1,10,1
192,Battlesmith,Echo Bolt,Grimspire,6,1,10,1
193,Chronomancer,Lava Cake,Grimspire,6,0,4,1
194,Titan,Risk-It Biscuit,Grimspire,6,4,62,1
195,Evincer,Flame Trap,Grimspire,6,1,11,1
196,Chronomancer,Lava Cake,Grimspire,6,0,4,1
197,Artillery,Lava Cake,Grimspire,6,2,16,1
198,Spectre,Risk-It Biscuit,Grimspire,6,1,10,1
199,Chronomancer,Lava Cake,Grimspire,6,1,0,1
200,Evincer,Flame Trap,Grimspire,6,0,4,1
201,Chronomancer,Lava Cake,Grimspire,6,0,4,1
202,Griefer,Nox Bomb,Grimspire,6,1,17,1
203,Spectre,Risk-It Biscuit,Grimspire,6,1,14,1
204,Evincer,Flame Trap,Grimspire,6,0,4,1
205,Chronomancer,Lava Cake,Grimspire,6,0,19,1
206,Evincer,Echo Bolt,Grimspire,6,3,58,1
207,Griefer,Nox Bomb,Grimspire,6,0,13,1
208,Titan,Risk-It Biscuit,Grimspire,6,1,31,1
209,Griefer,Lava Cake,Grimspire,6,2,2,1
210,Spectre,Risk-It Biscuit,Grimspire,6,0,2,1
211,Spectre,Risk-It Biscuit,Grimspire,6,2,62,1
212,Griefer,Nox Bomb,Grimspire,6,0,6,1
213,Griefer,Lava Cake,Grimspire,6,3,41,1
214,Skirmisher,Hedge Seed,Grimspire,6,0,13,1
215,Griefer,Nox Bomb,Grimspire,6,0,28,1
216,Alchemist,Smoke Screen,Grimspire,6,2,55,1
217,Titan,Risk-It Biscuit,Grimspire,6,1,40,1
218,Griefer,Nox Bomb,Grimspire,6,4,52,0
219,Chronomancer,Lava Cake,Grimspire,6,0,4,1
220,Griefer,Lava Cake,Grimspire,6,0,4,1
221,Chronomancer,Lava Cake,Grimspire,6,0,2,1
222,Spectre,Risk-It Biscuit,Grimspire,6,1,65,0
223,Chronomancer,Lava Cake,Grimspire,6,0,3,1
224,Griefer,Lava Cake,Grimspire,6,2,50,0
225,Artillery,Flame Trap,Grimspire,6,0,9,1
226,Titan,Risk-It Biscuit,Grimspire,6,0,5,1
227,Chronomancer,Lava Cake,Grimspire,6,0,2,0
228,Titan,Risk-It Biscuit,Grimspire,6,0,0,0
229,Titan,Risk-It Biscuit,Grimspire,6,0,0,0
230,Chronomancer,Lava Cake,Grimspire,7,0,4,1
231,Chronomancer,Risk-It Biscuit,Grimspire,7,2,13,1
232,Griefer,Nox Bomb,Grimspire,7,1,15,1
233,Titan,Flame Trap,Grimspire,7,1,4,1
234,Titan,Risk-It Biscuit,Grimspire,7,0,6,1
235,Cloudbreaker,Smoke Screen,Grimspire,7,1,12,1
236,Chronomancer,Lava Cake,Grimspire,7,0,2,1
237,Titan,Risk-It Biscuit,Grimspire,7,2,18,1
238,Chronomancer,Lava Cake,Grimspire,7,1,2,1
239,Griefer,Nox Bomb,Grimspire,7,0,22,1
240,Titan,Flame Trap,Grimspire,7,3,20,1
241,Cloudbreaker,Smoke Screen,Grimspire,7,3,37,1
242,Stargazer,Risk-It Biscuit,Grimspire,7,1,6,1
243,Chronomancer,Lava Cake,Grimspire,7,0,2,1
244,Titan,Risk-It Biscuit,Grimspire,7,3,36,1
245,Hexblade,Echo Bolt,Grimspire,7,0,6,1
246,Chronomancer,Vigor Flask,Grimspire,7,0,0,1
247,Griefer,Nox Bomb,Grimspire,7,0,6,1
248,Hexblade,Echo Bolt,Grimspire,7,1,8,1
249,Titan,Flame Trap,Grimspire,7,0,9,1
250,Chronomancer,Vigor Flask,Grimspire,7,0,2,1
251,Griefer,Nox Bomb,Grimspire,7,0,7,1
252,Alchemist,Bandage,Grimspire,7,13,109,0
253,Titan,Flame Trap,Grimspire,7,0,82,1
254,Chronomancer,Vigor Flask,Grimspire,7,0,6,1
255,Griefer,Nox Bomb,Grimspire,7,2,25,1
256,Titan,Risk-It Biscuit,Grimspire,7,0,2,1
257,Cloudbreaker,Smoke Screen,Grimspire,7,1,23,1
258,Titan,Risk-It Biscuit,Grimspire,7,0,0,1
259,Griefer,Nox Bomb,Grimspire,7,0,17,1
260,Titan,Risk-It Biscuit,Grimspire,7,0,2,1
261,Cloudbreaker,Smoke Screen,Grimspire,7,1,4,1
262,Chronomancer,Vigor Flask,Grimspire,7,0,2,1
263,Griefer,Nox Bomb,Grimspire,7,0,7,1
264,Titan,Risk-It Biscuit,Grimspire,7,0,5,1
265,Cloudbreaker,Smoke Screen,Grimspire,7,0,1,1
266,Chronomancer,Vigor Flask,Grimspire,7,0,6,1
267,Griefer,Nox Bomb,Grimspire,7,1,7,0
268,Cloudbreaker,Smoke Screen,Grimspire,7,0,6,1
269,Chronomancer,Vigor Flask,Grimspire,7,0,0,0
270,Cloudbreaker,Smoke Screen,Grimspire,7,0,8,0
271,Titan,Flame Trap,Grimspire,7,0,0,0
272,Chronomancer,Vigor Flask,Grimspire,8,0,4,1
273,Titan,Spring Plume,Grimspire,8,9,40,1
274,Titan,Flame Trap,Grimspire,8,1,12,1
275,Spectre,Echo Bolt,Grimspire,8,1,8,1
276,Titan,Risk-It Biscuit,Grimspire,8,0,2,1
277,Skirmisher,Lava Cake,Grimspire,8,0,6,1
278,Chronomancer,Vigor Flask,Grimspire,8,0,4,1
279,Skirmisher,Lava Cake,Grimspire,8,2,8,1
280,Titan,Risk-It Biscuit,Grimspire,8,0,6,1
281,Chronomancer,Vigor Flask,Grimspire,8,0,7,1
282,Spectre,Echo Bolt,Grimspire,8,0,6,1
283,Titan,Risk-It Biscuit,Grimspire,8,1,10,1
284,Spectre,Spring Plume,Grimspire,8,4,99,0
285,Chronomancer,Vigor Flask,Grimspire,8,0,2,1
286,Spectre,Echo Bolt,Grimspire,8,0,2,1
287,Skirmisher,Lava Cake,Grimspire,8,1,55,1
288,Spectre,Echo Bolt,Grimspire,8,0,96,1
289,Chronomancer,Vigor Flask,Grimspire,8,0,3,1
290,Chronomancer,Vigor Flask,Grimspire,8,1,4,1
291,Titan,Risk-It Biscuit,Grimspire,8,1,0,1
292,Cloudbreaker,Flame Trap,Grimspire,8,2,7,1
293,Chronomancer,Vigor Flask,Grimspire,8,0,2,1
294,Titan,Risk-It Biscuit,Grimspire,8,1,7,1
295,Chronomancer,Vigor Flask,Grimspire,8,1,10,1
296,Titan,Risk-It Biscuit,Grimspire,8,0,2,1
297,Cloudbreaker,Flame Trap,Grimspire,8,1,30,1
298,Titan,Risk-It Biscuit,Grimspire,8,0,0,1
299,Titan,Risk-It Biscuit,Grimspire,8,0,29,0
300,Chronomancer,Vigor Flask,Grimspire,8,1,6,0
301,Skirmisher,Lava Cake,Grimspire,8,0,6,1
302,Hexblade,Hedge Seed,Grimspire,8,1,2,1
303,Spectre,Echo Bolt,Grimspire,8,0,0,0
304,Skirmisher,Lava Cake,Grimspire,8,0,0,0
305,Hexblade,Hedge Seed,Grimspire,8,0,0,0
306,Spectre,Spring Plume,Grimspire,9,2,98,0
307,Battlesmith,Accelerator,Grimspire,9,0,16,1
308,Dancer,Vigor Flask,Grimspire,9,0,16,1
309,Griefer,Echo Bolt,Grimspire,9,1,30,1
310,Champion,Hedge Seed,Grimspire,9,2,31,1
311,Dancer,Vigor Flask,Grimspire,9,0,10,1
312,Spectre,Hedge Seed,Grimspire,9,1,6,1
313,Griefer,Echo Bolt,Grimspire,9,0,2,1
314,Titan,Risk-It Biscuit,Grimspire,9,2,49,1
315,Dancer,Vigor Flask,Grimspire,9,0,7,1
316,Griefer,Echo Bolt,Grimspire,9,3,14,0
317,Titan,Echo Bolt,Grimspire,9,0,2,1
318,Spectre,Hedge Seed,Grimspire,9,0,8,1
319,Vampire,Spring Plume,Grimspire,9,2,16,0
320,Dancer,Vigor Flask,Grimspire,9,0,4,1
321,Spectre,Hedge Seed,Grimspire,9,0,5,1
322,Titan,Risk-It Biscuit,Grimspire,9,0,0,0
323,Spectre,Spring Plume,Grimspire,10,0,6,1
324,Hexblade,Accelerator,Grimspire,10,9,76,1
325,Chronomancer,Vigor Flask,Grimspire,10,0,26,1
326,Ranger,Hedge Seed,Grimspire,10,0,2,1
327,Ranger,Hedge Seed,Grimspire,10,1,7,1
328,Titan,Risk-It Biscuit,Grimspire,10,0,4,1
329,Titan,Echo Bolt,Grimspire,10,0,10,1
330,Ranger,Hedge Seed,Grimspire,10,0,8,1
331,Cloudbreaker,Echo Bolt,Grimspire,10,2,20,1
332,Ranger,Hedge Seed,Grimspire,10,0,14,1
333,Titan,Risk-It Biscuit,Grimspire,10,2,26,1
334,Chronomancer,Vigor Flask,Grimspire,10,0,2,1
335,Champion,Nox Bomb,Grimspire,10,0,0,1
336,Chronomancer,Vigor Flask,Grimspire,10,0,2,1
337,Ranger,Hedge Seed,Grimspire,10,3,59,1
338,Griefer,Hedge Seed,Grimspire,10,0,2,1
339,Chronomancer,Vigor Flask,Grimspire,10,0,2,1
340,Titan,Risk-It Biscuit,Grimspire,10,2,29,1
341,Griefer,Hedge Seed,Grimspire,10,0,16,1
342,Hexblade,Accelerator,Grimspire,10,2,53,1
343,Chronomancer,Vigor Flask,Grimspire,10,0,4,1
344,Griefer,Hedge Seed,Grimspire,10,3,66,1
345,Titan,Risk-It Biscuit,Grimspire,10,0,2,1
346,Chronomancer,Vigor Flask,Grimspire,10,0,22,0
347,Cloudbreaker,Echo Bolt,Grimspire,10,0,7,1
348,Titan,Risk-It Biscuit,Grimspire,10,0,12,1
349,Champion,Echo Bolt,Grimspire,10,1,0,1
350,Titan,Risk-It Biscuit,Grimspire,10,2,88,0
351,Chronomancer,Lava Cake,Grimspire,10,0,11,1
352,Ranger,Hedge Seed,Grimspire,10,0,0,0
353,Griefer,Hedge Seed,Grimspire,10,0,6,0
354,Cloudbreaker,Echo Bolt,Grimspire,10,0,2,0
355,Chronomancer,Lava Cake,Grimspire,10,0,0,0
356,Chronomancer,Vigor Flask,Crystal,11,0,10,1
357,Griefer,Hedge Seed,Crystal,11,0,2,1
358,Titan,Risk-It Biscuit,Crystal,11,3,18,1
359,Frost Knight,Flame Trap,Crystal,11,4,16,1
360,Chronomancer,Flame Trap,Crystal,11,0,2,1
361,Vampire,Smoke Screen,Crystal,11,0,0,1
362,Vampire,Smoke Screen,Crystal,11,1,31,1
363,Griefer,Hedge Seed,Crystal,11,0,2,1
364,Chronomancer,Flame Trap,Crystal,11,0,0,1
365,Chronomancer,Vigor Flask,Crystal,11,0,2,1
366,Chronomancer,Flame Trap,Crystal,11,0,0,1
367,Chronomancer,Flame Trap,Crystal,11,1,5,1
368,Chronomancer,Vigor Flask,Crystal,11,0,15,1
369,Alchemist,Hedge Seed,Crystal,11,3,38,1
370,Titan,Risk-It Biscuit,Crystal,11,2,4,1
371,Vampire,Smoke Screen,Crystal,11,0,12,1
372,Chronomancer,Flame Trap,Crystal,11,0,8,1
373,Chronomancer,Vigor Flask,Crystal,11,2,4,1
374,Titan,Risk-It Biscuit,Crystal,11,2,14,1
375,Chronomancer,Flame Trap,Crystal,11,1,25,1
376,Evincer,Echo Bolt,Crystal,11,1,0,1
377,Vampire,Smoke Screen,Crystal,11,1,44,1
378,Titan,Risk-It Biscuit,Crystal,11,1,15,1
379,Evincer,Echo Bolt,Crystal,11,1,21,1
380,Chronomancer,Vigor Flask,Crystal,11,0,2,1
381,Battlesmith,Smoke Screen,Crystal,11,4,88,1
382,Chronomancer,Vigor Flask,Crystal,11,0,5,1
383,Chronomancer,Flame Trap,Crystal,11,0,3,1
384,Titan,Risk-It Biscuit,Crystal,11,3,17,1
385,Evincer,Echo Bolt,Crystal,11,0,24,1
386,Chronomancer,Flame Trap,Crystal,11,0,21,1
387,Vampire,Smoke Screen,Crystal,11,0,6,1
388,Evincer,Echo Bolt,Crystal,11,1,11,1
389,Chronomancer,Vigor Flask,Crystal,11,1,23,1
390,Vampire,Smoke Screen,Crystal,11,0,10,1
391,Titan,Risk-It Biscuit,Crystal,11,1,17,1
392,Chronomancer,Flame Trap,Crystal,11,1,13,1
393,Chronomancer,Vigor Flask,Crystal,11,2,21,1
394,Vampire,Smoke Screen,Crystal,11,2,39,1
395,Chronomancer,Flame Trap,Crystal,11,1,9,1
396,Evincer,Echo Bolt,Crystal,11,0,0,1
397,Titan,Risk-It Biscuit,Crystal,11,1,57,1
398,Champion,Smoke Screen,Crystal,11,3,77,0
399,Evincer,Echo Bolt,Crystal,11,1,7,1
400,Chronomancer,Vigor Flask,Crystal,11,0,0,1
401,Chronomancer,Vigor Flask,Crystal,11,2,47,1
402,Chronomancer,Flame Trap,Crystal,11,1,12,1
403,Titan,Risk-It Biscuit,Crystal,11,0,0,1
404,Evincer,Echo Bolt,Crystal,11,0,1,1
405,Vampire,Smoke Screen,Crystal,11,2,18,1
406,Titan,Risk-It Biscuit,Crystal,11,1,32,1
407,Chronomancer,Flame Trap,Crystal,11,0,11,1
408,Evincer,Echo Bolt,Crystal,11,0,0,1
409,Chronomancer,Vigor Flask,Crystal,11,0,6,0
410,Vampire,Smoke Screen,Crystal,11,1,7,0
411,Evincer,Echo Bolt,Crystal,11,1,7,0
412,Chronomancer,Vigor Flask,Deepgrove,12,0,2,1
413,Titan,Vigor Flask,Deepgrove,12,6,72,1
414,Evincer,Echo Bolt,Deepgrove,12,0,16,1
415,Stargazer,Smoke Screen,Deepgrove,12,1,78,1
416,Titan,Risk-It Biscuit,Deepgrove,12,0,0,1
417,Chronomancer,Echo Bolt,Deepgrove,12,1,41,1
418,Titan,Risk-It Biscuit,Deepgrove,12,1,90,1
419,Chronomancer,Vigor Flask,Deepgrove,12,0,6,1
420,Chronomancer,Vigor Flask,Deepgrove,12,0,8,1
421,Chronomancer,Vigor Flask,Deepgrove,12,0,4,1
422,Chronomancer,Echo Bolt,Deepgrove,12,1,70,1
423,Griefer,Smoke Screen,Deepgrove,12,1,0,1
424,Chronomancer,Vigor Flask,Deepgrove,12,0,2,1
425,Chronomancer,Vigor Flask,Deepgrove,12,0,16,0
426,Griefer,Smoke Screen,Deepgrove,12,0,83,1
427,Titan,Vigor Flask,Deepgrove,12,0,6,1
428,Titan,Vigor Flask,Deepgrove,12,2,71,0
429,Titan,Risk-It Biscuit,Deepgrove,12,0,10,1
430,Chronomancer,Echo Bolt,Deepgrove,12,2,39,1
431,Stargazer,Smoke Screen,Deepgrove,12,0,10,0
432,Titan,Risk-It Biscuit,Deepgrove,12,0,1,0
433,Griefer,Smoke Screen,Deepgrove,12,0,0,0
434,Chronomancer,Echo Bolt,Deepgrove,12,0,0,0
435,Chronomancer,Vigor Flask,Golden,13,0,0,1
436,Titan,Risk-It Biscuit,Golden,13,0,6,1
437,Frost Knight,Spring Plume,Golden,13,2,26,1
438,Frost Knight,Lava Cake,Golden,13,1,7,1
439,Griefer,Smoke Screen,Golden,13,1,0,1
440,Hexblade,Bandage,Golden,13,1,30,1
441,Titan,Risk-It Biscuit,Golden,13,0,2,1
442,Chronomancer,Vigor Flask,Golden,13,1,18,1
443,Frost Knight,Lava Cake,Golden,13,0,35,1
444,Spectre,Nox Bomb,Golden,13,1,49,1
445,Titan,Risk-It Biscuit,Golden,13,1,50,1
446,Ranger,Smoke Screen,Golden,13,1,5,1
447,Hexblade,Bandage,Golden,13,1,15,1
448,Artillery,Echo Bolt,Golden,13,2,21,1
449,Frost Knight,Lava Cake,Golden,13,1,34,1
450,Chronomancer,Vigor Flask,Golden,13,0,6,1
451,Hexblade,Bandage,Golden,13,1,28,1
452,Spectre,Nox Bomb,Golden,13,1,73,0
453,Titan,Risk-It Biscuit,Golden,13,0,0,1
454,Artillery,Echo Bolt,Golden,13,3,36,1
455,Chronomancer,Vigor Flask,Golden,13,0,8,1
456,Frost Knight,Lava Cake,Golden,13,2,6,1
457,Titan,Risk-It Biscuit,Golden,13,1,11,1
458,Chronomancer,Vigor Flask,Golden,13,0,15,0
459,Hexblade,Bandage,Golden,13,1,30,0
460,Frost Knight,Lava Cake,Golden,13,0,4,0
461,Titan,Risk-It Biscuit,Golden,13,0,0,0
462,Spectre,Nox Bomb,Sunken,14,0,0,1
463,Chronomancer,Vigor Flask,Sunken,14,1,0,1
464,Ranger,Accelerator,Sunken,14,4,18,1
465,Battlesmith,Flame Trap,Sunken,14,1,4,1
466,Titan,Risk-It Biscuit,Sunken,14,0,0,1
467,Artillery,Hedge Seed,Sunken,14,0,0,1
