Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
205,Stargazer,Bandage,Polaris,8,0,0,1,260
206,Hexblade,Bandage,Polaris,8,1,4,1,823
207,Griefer,Nox Bomb,Polaris,8,0,3,1,210
208,Stargazer,Bandage,Polaris,8,0,17,1,1697
209,Griefer,Nox Bomb,Polaris,8,0,6,1,247
210,Evincer,Echo Bolt,Polaris,8,0,10,1,485
211,Griefer,Nox Bomb,Polaris,8,2,43,1,1235
212,Hexblade,Bandage,Polaris,8,1,1,1,631
213,Evincer,Nox Bomb,Polaris,8,0,3,1,478
214,Evincer,Echo Bolt,Polaris,8,2,42,1,960
215,Artillery,Flame Trap,Polaris,8,2,36,1,1138
216,Hexblade,Bandage,Polaris,8,1,8,1,749
217,Stargazer,Bandage,Polaris,8,0,15,1,899
218,Griefer,Nox Bomb,Polaris,8,1,32,1,1154
219,Hexblade,Bandage,Polaris,8,1,0,1,494
220,Evincer,Echo Bolt,Polaris,8,0,37,1,910
221,Spectre,Accelerator,Polaris,8,3,27,1,1301
222,Hexblade,Bandage,Polaris,8,0,6,1,754
223,Champion,Lava Cake,Polaris,8,2,29,1,742
224,Griefer,Nox Bomb,Polaris,8,2,47,1,1803
225,Evincer,Echo Bolt,Polaris,8,0,7,1,322
226,Hexblade,Bandage,Polaris,8,1,5,1,306
227,Champion,Lava Cake,Polaris,8,1,39,1,1768
228,Ranger,Nox Bomb,Polaris,8,1,15,1,1417
229,Hexblade,Bandage,Polaris,8,0,41,1,1126
230,Griefer,Nox Bomb,Polaris,8,1,36,1,894
231,Hexblade,Bandage,Polaris,8,0,0,1,302
232,Griefer,Smoke Screen,Polaris,8,3,51,1,481
233,Hexblade,Bandage,Polaris,8,1,30,1,428
234,Champion,Lava Cake,Polaris,8,2,50,1,893
235,Griefer,Nox Bomb,Polaris,8,3,61,0,0
236,Evincer,Echo Bolt,Polaris,8,0,5,1,344
237,Spectre,Accelerator,Polaris,8,0,10,1,573
238,Hexblade,Bandage,Polaris,8,0,0,1,379
239,Champion,Lava Cake,Polaris,8,0,17,0,0
240,Hexblade,Bandage,Polaris,8,0,0,0,0
241,Stargazer,Nox Bomb,Polaris,8,0,0,0,0
242,Dancer,Lava Cake,Bogpit,9,1,18,1,1068
243,Griefer,Nox Bomb,Bogpit,9,3,58,1,2880
244,Battlesmith,Risk-It Biscuit,Bogpit,9,0,0,1,186
245,Hexblade,Bandage,Bogpit,9,0,2,1,616
246,Battlesmith,Risk-It Biscuit,Bogpit,9,1,27,1,1000
247,Evincer,Echo Bolt,Bogpit,9,0,2,1,2207
248,Hexblade,Bandage,Bogpit,9,0,2,1,336
249,Frost Knight,Smoke Screen,Bogpit,9,2,29,1,998
250,Hexblade,Bandage,Bogpit,9,0,48,1,2262
251,Battlesmith,Risk-It Biscuit,Bogpit,9,0,4,1,327
252,Battlesmith,Risk-It Biscuit,Bogpit,9,1,16,1,1023
253,Frost Knight,Nox Bomb,Bogpit,9,0,2,1,412
254,Skirmisher,Lava Cake,Bogpit,9,4,18,1,705
255,Battlesmith,Risk-It Biscuit,Bogpit,9,0,17,1,808
256,Griefer,Nox Bomb,Bogpit,9,0,0,1,195
257,Evincer,Echo Bolt,Bogpit,9,1,17,1,343
258,Griefer,Nox Bomb,Bogpit,9,1,39,1,711
259,Dancer,Echo Bolt,Bogpit,9,3,15,1,544
260,Hexblade,Bandage,Bogpit,9,0,31,1,875
261,Evincer,Echo Bolt,Bogpit,9,0,27,1,478
262,Battlesmith,Risk-It Biscuit,Bogpit,9,2,27,1,447
263,Vampire,Spring Plume,Bogpit,9,2,34,1,592
264,Griefer,Nox Bomb,Bogpit,9,0,2,1,232
265,Evincer,Echo Bolt,Bogpit,9,1,11,1,301
266,Battlesmith,Risk-It Biscuit,Bogpit,9,0,28,1,721
267,Griefer,Nox Bomb,Bogpit,9,4,84,0,0
268,Evincer,Echo Bolt,Bogpit,9,0,12,1,618
269,Vampire,Hedge Seed,Bogpit,9,1,19,1,759
270,Evincer,Bandage,Bogpit,9,1,0,1,322
271,Battlesmith,Risk-It Biscuit,Bogpit,9,0,7,0,0
272,Evincer,Echo Bolt,Bogpit,9,0,0,0,0
273,Spectre,Vigor Flask,Bogpit,9,0,0,0,0
274,Evincer,Nox Bomb,Scald,10,1,17,1,1192
275,Evincer,Bandage,Scald,10,0,8,1,694
276,Stargazer,Smoke Screen,Scald,10,1,0,1,619
277,Titan,Flame Trap,Scald,10,1,5,1,763
278,Alchemist,Hedge Seed,Scald,10,0,2,1,463
279,Evincer,Bandage,Scald,10,1,2,1,550
280,Alchemist,Hedge Seed,Scald,10,3,17,1,956
281,Titan,Flame Trap,Scald,10,0,6,1,396
282,Stargazer,Accelerator,Scald,10,1,22,1,861
283,Griefer,Bandage,Scald,10,1,11,1,429
284,Evincer,Bandage,Scald,10,0,4,1,418
285,Titan,Flame Trap,Scald,10,0,8,1,965
286,Griefer,Nox Bomb,Scald,10,6,56,1,2628
287,Alchemist,Hedge Seed,Scald,10,2,19,1,1444
288,Evincer,Bandage,Scald,10,1,5,1,630
289,Stargazer,Accelerator,Scald,10,0,2,1,352
290,Titan,Flame Trap,Scald,10,0,4,1,290
291,Evincer,Bandage,Scald,10,0,19,1,1450
292,Stargazer,Accelerator,Scald,10,1,3,1,464
293,Titan,Flame Trap,Scald,10,0,12,1,395
294,Vampire,Accelerator,Scald,10,0,2,1,984
295,Stargazer,Accelerator,Scald,10,1,13,1,397
296,Titan,Flame Trap,Scald,10,0,7,1,590
297,Alchemist,Hedge Seed,Scald,10,0,4,1,826
298,Stargazer,Accelerator,Scald,10,2,36,1,966
299,Titan,Flame Trap,Scald,10,1,25,1,487
300,Vampire,Accelerator,Scald,10,2,38,1,825
301,Evincer,Bandage,Scald,10,0,39,1,4301
302,Alchemist,Hedge Seed,Scald,10,0,0,1,2744
303,Griefer,Vigor Flask,Scald,10,1,7,1,690
304,Titan,Flame Trap,Scald,10,0,14,1,563
305,Stargazer,Accelerator,Scald,10,2,21,1,1102
306,Vampire,Accelerator,Scald,10,4,13,1,1932
307,Vampire,Smoke Screen,Scald,10,2,77,1,2731
308,Titan,Flame Trap,Scald,10,0,7,1,215
309,Titan,Flame Trap,Scald,10,0,5,1,489
310,Stargazer,Accelerator,Scald,10,1,20,1,2010
311,Titan,Flame Trap,Scald,10,0,8,1,367
312,Titan,Flame Trap,Scald,10,3,92,1,1835
313,Alchemist,Hedge Seed,Scald,10,0,15,1,670
314,Cloudbreaker,Smoke Screen,Scald,10,0,0,1,609
315,Chronomancer,Accelerator,Scald,10,0,2,1,240
316,Alchemist,Hedge Seed,Scald,10,0,11,1,489
317,Champion,Flame Trap,Scald,10,2,28,1,636
318,Stargazer,Accelerator,Scald,10,1,4,1,367
319,Evincer,Accelerator,Scald,10,2,20,1,536
320,Titan,Flame Trap,Scald,10,1,49,1,364
321,Stargazer,Accelerator,Scald,10,3,59,1,589
322,Alchemist,Hedge Seed,Scald,10,0,42,1,528
323,Evincer,Bandage,Scald,10,0,12,1,1195
324,Evincer,Spring Plume,Scald,10,0,13,1,511
325,Battlesmith,Accelerator,Scald,10,1,29,1,511
326,Titan,Flame Trap,Scald,10,1,65,1,828
327,Alchemist,Hedge Seed,Scald,10,3,35,1,954
328,Stargazer,Accelerator,Scald,10,0,4,1,342
329,Evincer,Spring Plume,Scald,10,1,41,1,984
330,Battlesmith,Accelerator,Scald,10,2,42,1,454
331,Stargazer,Accelerator,Scald,10,0,28,1,297
332,Titan,Flame Trap,Scald,10,0,40,1,598
333,Evincer,Bandage,Scald,10,0,13,1,1149
334,Stargazer,Accelerator,Scald,10,1,19,1,288
335,Battlesmith,Accelerator,Scald,10,2,10,1,422
336,Alchemist,Hedge Seed,Scald,10,0,9,1,446
337,Stargazer,Accelerator,Scald,10,3,78,0,0
338,Ranger,Nox Bomb,Scald,10,1,17,1,420
339,Titan,Flame Trap,Scald,10,0,44,0,0
340,Battlesmith,Accelerator,Scald,10,1,11,1,449
341,Alchemist,Hedge Seed,Scald,10,1,6,0,0
342,Spectre,Spring Plume,Scald,10,0,0,0,0
343,Battlesmith,Accelerator,Scald,10,0,0,0,0
344,Evincer,Risk-It Biscuit,Graphite,11,1,30,1,1345
345,Evincer,Bandage,Graphite,11,0,16,1,1300
346,Hexblade,Spring Plume,Graphite,11,0,28,1,1274
347,Titan,Flame Trap,Graphite,11,0,4,1,765
348,Champion,Nox Bomb,Graphite,11,3,39,1,1612
349,Artillery,Echo Bolt,Graphite,11,1,12,1,529
350,Alchemist,Nox Bomb,Graphite,11,0,8,1,538
351,Evincer,Bandage,Graphite,11,0,13,1,907
352,Alchemist,Nox Bomb,Graphite,11,1,19,1,999
353,Artillery,Echo Bolt,Graphite,11,1,24,1,1509
354,Evincer,Flame Trap,Graphite,11,1,8,1,585
355,Champion,Nox Bomb,Graphite,11,3,53,1,1217
356,Alchemist,Nox Bomb,Graphite,11,3,64,1,1954
357,Dancer,Accelerator,Graphite,11,0,2,1,297
358,Evincer,Nox Bomb,Graphite,11,0,12,1,1268
359,Champion,Spring Plume,Graphite,11,1,56,1,1150
360,Champion,Nox Bomb,Graphite,11,1,5,1,647
361,Evincer,Nox Bomb,Graphite,11,0,23,1,674
362,Champion,Nox Bomb,Graphite,11,2,82,0,0
363,Skirmisher,Lava Cake,Graphite,11,2,44,1,829
364,Alchemist,Nox Bomb,Graphite,11,1,11,1,1069
365,Evincer,Nox Bomb,Graphite,11,0,9,1,477
366,Artillery,Echo Bolt,Graphite,11,0,8,1,634
367,Battlesmith,Vigor Flask,Graphite,11,1,9,0,0
368,Alchemist,Nox Bomb,Graphite,11,0,0,0,0
369,Chronomancer,Nox Bomb,Graphite,11,0,0,0,0
370,Chronomancer,Nox Bomb,Grimspire,12,0,8,1,567
371,Griefer,Hedge Seed,Grimspire,12,0,8,1,870
372,Dancer,Smoke Screen,Grimspire,12,1,4,1,376
373,Battlesmith,Echo Bolt,Grimspire,12,4,33,1,1921
374,Chronomancer,Nox Bomb,Grimspire,12,0,25,1,2350
375,Dancer,Smoke Screen,Grimspire,12,0,4,1,433
376,Dancer,Vigor Flask,Grimspire,12,1,9,1,618
377,Cloudbreaker,Vigor Flask,Grimspire,12,0,10,1,928
378,Dancer,Smoke Screen,Grimspire,12,0,6,1,484
379,Evincer,Accelerator,Grimspire,12,2,31,1,821
380,Griefer,Lava Cake,Grimspire,12,2,39,1,1056
381,Spectre,Flame Trap,Grimspire,12,0,12,1,1133
382,Battlesmith,Vigor Flask,Grimspire,12,1,0,1,321
383,Vampire,Echo Bolt,Grimspire,12,4,52,1,1743
384,Battlesmith,Vigor Flask,Grimspire,12,0,14,1,975
385,Chronomancer,Nox Bomb,Grimspire,12,0,4,1,978
386,Griefer,Lava Cake,Grimspire,12,1,63,1,2096
387,Battlesmith,Vigor Flask,Grimspire,12,1,10,1,452
388,Spectre,Flame Trap,Grimspire,12,0,2,1,894
389,Chronomancer,Nox Bomb,Grimspire,12,0,6,1,690
390,Battlesmith,Vigor Flask,Grimspire,12,5,91,0,0
391,Chronomancer,Hedge Seed,Grimspire,12,1,34,1,1817
392,Chronomancer,Nox Bomb,Grimspire,12,0,20,0,0
393,Battlesmith,Nox Bomb,Grimspire,12,0,7,1,431
394,Griefer,Lava Cake,Grimspire,12,1,31,0,0
395,Battlesmith,Nox Bomb,Grimspire,12,0,4,1,422
396,Hexblade,Spring Plume,Grimspire,12,0,3,1,324
397,Battlesmith,Nox Bomb,Grimspire,12,0,2,0,0
398,Dancer,Hedge Seed,Grimspire,12,0,0,0,0
399,Skirmisher,Lava Cake,Bogpit,13,1,14,1,927
400,Griefer,Lava Cake,Bogpit,13,0,6,1,420
401,Hexblade,Smoke Screen,Bogpit,13,0,2,1,531
402,Griefer,Lava Cake,Bogpit,13,1,16,1,917
403,Artillery,Bandage,Bogpit,13,0,2,1,486
404,Hexblade,Lava Cake,Bogpit,13,1,5,1,427
405,Battlesmith,Nox Bomb,Bogpit,13,2,3,1,787
406,Cloudbreaker,Nox Bomb,Bogpit,13,1,53,1,2148
407,Hexblade,Lava Cake,Bogpit,13,6,65,1,2667
408,Artillery,Bandage,Bogpit,13,0,4,1,1102
409,Hexblade,Smoke Screen,Bogpit,13,0,9,1,1423
410,Griefer,Lava Cake,Bogpit,13,0,9,1,1001
411,Griefer,Lava Cake,Bogpit,13,0,10,1,820
412,Artillery,Bandage,Bogpit,13,0,4,1,983
413,Hexblade,Smoke Screen,Bogpit,13,0,6,1,1000
414,Cloudbreaker,Risk-It Biscuit,Bogpit,13,3,44,1,1019
415,Battlesmith,Nox Bomb,Bogpit,13,0,1,1,268
416,Griefer,Lava Cake,Bogpit,13,3,22,1,1029
417,Battlesmith,Nox Bomb,Bogpit,13,1,34,1,1676
418,Hexblade,Smoke Screen,Bogpit,13,0,2,1,581
419,Dancer,Bandage,Bogpit,13,1,4,1,1039
420,Hexblade,Lava Cake,Bogpit,13,2,61,1,527
421,Vampire,Smoke Screen,Bogpit,13,0,10,1,344
422,Hexblade,Smoke Screen,Bogpit,13,0,10,1,378
423,Griefer,Lava Cake,Bogpit,13,4,44,1,654
424,Alchemist,Hedge Seed,Bogpit,13,0,0,1,267
425,Hexblade,Lava Cake,Bogpit,13,0,5,1,308
426,Hexblade,Smoke Screen,Bogpit,13,0,26,1,717
427,Chronomancer,Vigor Flask,Bogpit,13,1,24,1,481
428,Hexblade,Lava Cake,Bogpit,13,0,27,1,442
429,Dancer,Bandage,Bogpit,13,3,43,1,835
430,Griefer,Lava Cake,Bogpit,13,1,0,1,276
431,Battlesmith,Nox Bomb,Bogpit,13,2,34,1,464
432,Battlesmith,Nox Bomb,Bogpit,13,0,4,1,507
433,Griefer,Lava Cake,Bogpit,13,0,8,1,382
434,Hexblade,Lava Cake,Bogpit,13,1,13,1,835
435,Hexblade,Smoke Screen,Bogpit,13,1,6,1,1218
436,Battlesmith,Nox Bomb,Bogpit,13,0,65,1,2268
437,Griefer,Lava Cake,Bogpit,13,0,7,1,288
438,Dancer,Bandage,Bogpit,13,2,30,1,976
439,Dancer,Smoke Screen,Bogpit,13,1,9,1,381
440,Griefer,Lava Cake,Bogpit,13,0,14,1,432
441,Hexblade,Lava Cake,Bogpit,13,3,24,1,1596
442,Champion,Nox Bomb,Bogpit,13,1,63,1,1735
443,Griefer,Lava Cake,Bogpit,13,0,19,1,691
444,Hexblade,Smoke Screen,Bogpit,13,1,20,1,1090
445,Griefer,Lava Cake,Bogpit,13,2,14,1,741
446,Battlesmith,Nox Bomb,Bogpit,13,2,47,1,576
447,Hexblade,Lava Cake,Bogpit,13,0,0,0,0
448,Hexblade,Smoke Screen,Bogpit,13,0,35,1,626
449,Artillery,Accelerator,Bogpit,13,3,4,0,0
450,Griefer,Lava Cake,Bogpit,13,0,3,1,351
451,Dancer,Bandage,Bogpit,13,1,12,1,364
452,Battlesmith,Nox Bomb,Bogpit,13,0,56,0,0
453,Griefer,Lava Cake,Bogpit,13,0,4,0,0
454,Hexblade,Smoke Screen,Bogpit,13,0,0,0,0
455,Dancer,Bandage,Bogpit,13,0,2,0,0
456,Champion,Flame Trap,Skullway,14,1,37,1,1660
457,Evincer,Vigor Flask,Skullway,14,1,14,1,1073
458,Hexblade,Smoke Screen,Skullway,14,0,6,1,1314
