Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed
60,Spectre,Vigor Flask,Polaris,2,1,27,1
61,Evincer,Flame Trap,Polaris,2,2,52,1
62,Evincer,Vigor Flask,Polaris,2,3,53,1
63,Artillery,Vigor Flask,Polaris,2,0,0,1
64,Artillery,Vigor Flask,Polaris,2,0,0,1
65,Spectre,Vigor Flask,Polaris,2,0,13,1
66,Artillery,Vigor Flask,Polaris,2,1,3,1
67,Dancer,Hedge Seed,Polaris,2,1,7,1
68,Spectre,Vigor Flask,Polaris,2,3,37,1
69,Artillery,Vigor Flask,Polaris,2,0,2,1
70,Ranger,Flame Trap,Polaris,2,1,4,1
71,Evincer,Flame Trap,Polaris,2,0,17,1
72,Artillery,Vigor Flask,Polaris,2,1,25,1
73,Spectre,Smoke Screen,Polaris,2,0,2,1
74,Hexblade,Risk-It Biscuit,Polaris,2,1,5,1
75,Spectre,Vigor Flask,Polaris,2,2,36,1
76,Evincer,Vigor Flask,Polaris,2,0,11,1
77,Evincer,Flame Trap,Polaris,2,4,46,1
78,Cloudbreaker,Lava Cake,Polaris,2,0,11,1
79,Artillery,Vigor Flask,Polaris,2,0,0,1
80,Artillery,Vigor Flask,Polaris,2,0,6,1
81,Chronomancer,Nox Bomb,Polaris,2,3,37,1
82,Evincer,Vigor Flask,Polaris,2,1,43,1
83,Artillery,Vigor Flask,Polaris,2,1,23,1
84,Spectre,Vigor Flask,Polaris,2,0,0,1
85,Evincer,Flame Trap,Polaris,2,0,51,1
86,Spectre,Vigor Flask,Polaris,2,2,39,1
87,Stargazer,Hedge Seed,Polaris,2,0,9,1
88,Evincer,Vigor Flask,Polaris,2,1,35,1
89,Hexblade,Flame Trap,Polaris,2,2,53,1
90,Spectre,Vigor Flask,Polaris,2,0,9,1
91,Evincer,Vigor Flask,Polaris,2,2,67,1
92,Artillery,Vigor Flask,Polaris,2,0,29,1
93,Spectre,Vigor Flask,Polaris,2,1,24,1
94,Evincer,Flame Trap,Polaris,2,0,9,1
95,Artillery,Flame Trap,Polaris,2,1,2,1
96,Evincer,Flame Trap,Polaris,2,2,25,1
97,Evincer,Vigor Flask,Polaris,2,1,25,1
98,Frost Knight,Echo Bolt,Polaris,2,2,44,1
99,Artillery,Vigor Flask,Polaris,2,1,13,1
100,Spectre,Vigor Flask,Polaris,2,2,89,1
101,Evincer,Flame Trap,Polaris,2,0,33,1
102,Evincer,Vigor Flask,Polaris,2,0,23,1
103,Champion,Spring Plume,Polaris,2,1,41,1
104,Evincer,Vigor Flask,Polaris,2,0,4,1
105,Skirmisher,Vigor Flask,Polaris,2,1,14,1
106,Evincer,Flame Trap,Polaris,2,1,1,1
107,Evincer,Vigor Flask,Polaris,2,1,73,1
108,Evincer,Flame Trap,Polaris,2,2,68,1
109,Evincer,Lava Cake,Polaris,2,2,4,1
110,Skirmisher,Vigor Flask,Polaris,2,0,4,1
111,Spectre,Vigor Flask,Polaris,2,0,29,1
112,Skirmisher,Vigor Flask,Polaris,2,2,61,1
113,Cloudbreaker,Nox Bomb,Polaris,2,1,3,1
114,Evincer,Vigor Flask,Polaris,2,2,57,0
115,Titan,Risk-It Biscuit,Polaris,2,1,59,0
116,Evincer,Flame Trap,Polaris,2,1,3,1
117,Skirmisher,Vigor Flask,Polaris,2,0,6,1
118,Evincer,Flame Trap,Polaris,2,1,16,0
119,Spectre,Vigor Flask,Polaris,2,1,15,1
120,Skirmisher,Vigor Flask,Polaris,2,0,7,1
121,Skirmisher,Vigor Flask,Polaris,2,0,3,0
122,Spectre,Vigor Flask,Polaris,2,0,0,0
123,Skirmisher,Vigor Flask,Grimspire,3,0,4,1
124,Artillery,Nox Bomb,Grimspire,3,1,4,1
125,Dancer,Echo Bolt,Grimspire,3,2,7,1
126,Titan,Vigor Flask,Grimspire,3,1,9,1
127,Evincer,Flame Trap,Grimspire,3,0,0,1
128,Evincer,Flame Trap,Grimspire,3,2,24,1
129,Vampire,Vigor Flask,Grimspire,3,0,4,1
130,Dancer,Echo Bolt,Grimspire,3,1,2,1
131,Alchemist,Vigor Flask,Grimspire,3,1,13,1
132,Titan,Vigor Flask,Grimspire,3,0,9,1
133,Vampire,Vigor Flask,Grimspire,3,0,4,1
134,Dancer,Echo Bolt,Grimspire,3,3,32,1
135,Vampire,Vigor Flask,Grimspire,3,1,2,1
136,Alchemist,Accelerator,Grimspire,3,2,71,1
137,Titan,Vigor Flask,Grimspire,3,1,0,1
138,Vampire,Vigor Flask,Grimspire,3,0,10,1
139,Evincer,Smoke Screen,Grimspire,3,1,10,1
140,Dancer,Echo Bolt,Grimspire,3,1,6,1
141,Titan,Vigor Flask,Grimspire,3,1,4,1
142,Dancer,Vigor Flask,Grimspire,3,0,4,1
143,Evincer,Smoke Screen,Grimspire,3,0,10,1
144,Battlesmith,Vigor Flask,Grimspire,3,2,27,1
145,Dancer,Echo Bolt,Grimspire,3,1,12,1
146,Evincer,Smoke Screen,Grimspire,3,1,12,1
147,Titan,Vigor Flask,Grimspire,3,0,4,1
148,Dancer,Echo Bolt,Grimspire,3,3,57,1
149,Battlesmith,Vigor Flask,Grimspire,3,1,8,1
150,Titan,Vigor Flask,Grimspire,3,0,37,1
151,Vampire,Risk-It Biscuit,Grimspire,3,3,34,1
152,Battlesmith,Vigor Flask,Grimspire,3,0,6,1
153,Spectre,Smoke Screen,Grimspire,3,1,103,0
154,Titan,Vigor Flask,Grimspire,3,1,9,1
155,Battlesmith,Vigor Flask,Grimspire,3,0,10,1
156,Ranger,Accelerator,Grimspire,3,2,40,1
157,Titan,Vigor Flask,Grimspire,3,1,41,1
158,Evincer,Vigor Flask,Grimspire,3,0,13,1
159,Dancer,Echo Bolt,Grimspire,3,1,7,1
160,Evincer,Nox Bomb,Grimspire,3,1,4,1
161,Evincer,Vigor Flask,Grimspire,3,1,18,0
162,Dancer,Echo Bolt,Grimspire,3,1,17,1
163,Battlesmith,Vigor Flask,Grimspire,3,0,9,0
164,Titan,Vigor Flask,Grimspire,3,0,4,0
165,Dancer,Echo Bolt,Grimspire,3,0,0,0
166,Spectre,Hedge Seed,Fissure,4,2,28,1
167,Spectre,Smoke Screen,Fissure,4,0,0,1
168,Evincer,Smoke Screen,Fissure,4,1,0,1
169,Artillery,Hedge Seed,Fissure,4,0,12,1
170,Cloudbreaker,Flame Trap,Fissure,4,3,53,1
171,Spectre,Smoke Screen,Fissure,4,1,40,1
172,Artillery,Hedge Seed,Fissure,4,1,12,1
173,Skirmisher,Smoke Screen,Fissure,4,0,2,1
174,Artillery,Hedge Seed,Fissure,4,1,12,1
175,Skirmisher,Bandage,Fissure,4,0,4,1
176,Spectre,Smoke Screen,Fissure,4,0,10,1
177,Battlesmith,Risk-It Biscuit,Fissure,4,1,6,1
178,Artillery,Hedge Seed,Fissure,4,4,70,1
179,Spectre,Smoke Screen,Fissure,4,0,16,1
180,Frost Knight,Spring Plume,Fissure,4,1,37,1
181,Cloudbreaker,Flame Trap,Fissure,4,0,4,1
182,Champion,Flame Trap,Fissure,4,2,101,1
183,Artillery,Smoke Screen,Fissure,4,0,2,1
184,Artillery,Hedge Seed,Fissure,4,0,8,1
185,Ranger,Bandage,Fissure,4,5,86,1
186,Artillery,Spring Plume,Fissure,4,0,9,1
187,Artillery,Hedge Seed,Fissure,4,0,2,1
188,Artillery,Hedge Seed,Fissure,4,2,100,1
189,Artillery,Spring Plume,Fissure,4,0,36,1
190,Ranger,Flame Trap,Fissure,4,0,5,1
191,Ranger,Flame Trap,Fissure,4,1,20,1
192,Artillery,Spring Plume,Fissure,4,2,79,1
193,Chronomancer,Smoke Screen,Fissure,4,0,32,1
194,Ranger,Flame Trap,Fissure,4,0,0,1
195,Griefer,Flame Trap,Fissure,4,1,70,1
196,Battlesmith,Echo Bolt,Fissure,4,2,59,0
197,Artillery,Hedge Seed,Fissure,4,1,49,0
198,Artillery,Spring Plume,Fissure,4,0,11,1
199,Artillery,Spring Plume,Fissure,4,0,0,0
200,Artillery,Spring Plume,Sunken,5,0,8,1
201,Skirmisher,Smoke Screen,Sunken,5,0,8,1
202,Frost Knight,Flame Trap,Sunken,5,3,9,1
203,Alchemist,Echo Bolt,Sunken,5,0,0,1
204,Titan,Echo Bolt,Sunken,5,1,9,1
205,Griefer,Spring Plume,Sunken,5,1,0,1
206,Griefer,Risk-It Biscuit,Sunken,5,0,7,1
207,Frost Knight,Flame Trap,Sunken,5,4,33,1
208,Griefer,Spring Plume,Sunken,5,0,1,1
209,Vampire,Spring Plume,Sunken,5,1,7,1
210,Griefer,Risk-It Biscuit,Sunken,5,0,2,1
211,Hexblade,Spring Plume,Sunken,5,0,0,1
212,Titan,Risk-It Biscuit,Sunken,5,6,47,1
213,Titan,Echo Bolt,Sunken,5,2,4,1
214,Hexblade,Spring Plume,Sunken,5,0,2,1
215,Frost Knight,Flame Trap,Sunken,5,0,0,1
216,Frost Knight,Flame Trap,Sunken,5,0,6,1
217,Titan,Spring Plume,Sunken,5,0,6,1
218,Titan,Echo Bolt,Sunken,5,0,1,1
219,Titan,Echo Bolt,Sunken,5,1,38,1
220,Frost Knight,Flame Trap,Sunken,5,2,24,1
221,Evincer,Risk-It Biscuit,Sunken,5,2,35,1
222,Titan,Vigor Flask,Sunken,5,0,0,1
223,Titan,Echo Bolt,Sunken,5,0,6,1
224,Titan,Echo Bolt,Sunken,5,1,18,1
225,Frost Knight,Flame Trap,Sunken,5,1,34,1
226,Titan,Vigor Flask,Sunken,5,1,36,1
227,Vampire,Smoke Screen,Sunken,5,2,9,1
228,Titan,Echo Bolt,Sunken,5,0,8,1
229,Frost Knight,Flame Trap,Sunken,5,4,93,1
230,Artillery,Flame Trap,Sunken,5,1,27,1
231,Spectre,Spring Plume,Sunken,5,1,7,1
232,Spectre,Spring Plume,Sunken,5,0,2,1
233,Titan,Risk-It Biscuit,Sunken,5,0,12,1
234,Spectre,Spring Plume,Sunken,5,0,6,1
235,Titan,Risk-It Biscuit,Sunken,5,1,25,1
236,Spectre,Spring Plume,Sunken,5,0,29,1
237,Frost Knight,Flame Trap,Sunken,5,1,24,1
238,Titan,Risk-It Biscuit,Sunken,5,0,2,1
239,Spectre,Spring Plume,Sunken,5,2,37,1
240,Artillery,Flame Trap,Sunken,5,3,35,1
241,Titan,Risk-It Biscuit,Sunken,5,1,25,1
242,Frost Knight,Flame Trap,Sunken,5,1,44,1
243,Spectre,Spring Plume,Sunken,5,0,0,1
244,Titan,Risk-It Biscuit,Sunken,5,2,20,1
245,Spectre,Spring Plume,Sunken,5,1,85,0
246,Frost Knight,Flame Trap,Sunken,5,0,12,1
247,Artillery,Flame Trap,Sunken,5,0,4,0
248,Frost Knight,Flame Trap,Sunken,5,0,0,0
249,Titan,Risk-It Biscuit,Sunken,5,0,0,0
250,Chronomancer,Flame Trap,Dustworks,6,3,43,1
251,Chronomancer,Hedge Seed,Dustworks,6,0,18,1
252,Spectre,Spring Plume,Dustworks,6,0,2,1
253,Spectre,Risk-It Biscuit,Dustworks,6,1,14,1
254,Spectre,Spring Plume,Dustworks,6,1,26,1
255,Chronomancer,Hedge Seed,Dustworks,6,1,4,1
256,Spectre,Risk-It Biscuit,Dustworks,6,0,4,1
257,Chronomancer,Hedge Seed,Dustworks,6,1,17,1
258,Spectre,Risk-It Biscuit,Dustworks,6,0,6,1
259,Chronomancer,Flame Trap,Dustworks,6,6,91,0
260,Spectre,Spring Plume,Dustworks,6,0,7,1
261,Chronomancer,Hedge Seed,Dustworks,6,0,2,1
262,Spectre,Risk-It Biscuit,Dustworks,6,0,0,1
263,Chronomancer,Hedge Seed,Dustworks,6,0,6,1
264,Spectre,Spring Plume,Dustworks,6,1,19,1
265,Chronomancer,Hedge Seed,Dustworks,6,2,18,0
266,Spectre,Risk-It Biscuit,Dustworks,6,0,20,1
267,Spectre,Spring Plume,Dustworks,6,0,9,1
268,Spectre,Spring Plume,Dustworks,6,0,0,0
269,Griefer,Risk-It Biscuit,Fissure,7,0,14,1
270,Spectre,Spring Plume,Fissure,7,0,0,1
271,Griefer,Lava Cake,Fissure,7,4,13,1
272,Evincer,Echo Bolt,Fissure,7,0,6,1
273,Spectre,Spring Plume,Fissure,7,0,2,1
274,Evincer,Echo Bolt,Fissure,7,8,96,0
275,Spectre,Spring Plume,Fissure,7,1,11,1
276,Griefer,Vigor Flask,Fissure,7,0,0,1
277,Skirmisher,Smoke Screen,Fissure,7,0,8,1
278,Griefer,Vigor Flask,Fissure,7,2,21,1
279,Skirmisher,Smoke Screen,Fissure,7,0,2,1
280,Spectre,Spring Plume,Fissure,7,0,12,1
281,Skirmisher,Smoke Screen,Fissure,7,0,0,1
282,Griefer,Vigor Flask,Fissure,7,0,10,1
283,Skirmisher,Smoke Screen,Fissure,7,0,33,1
284,Griefer,Vigor Flask,Fissure,7,0,6,1
285,Evincer,Flame Trap,Fissure,7,0,7,0
286,Griefer,Vigor Flask,Fissure,7,0,4,0
287,Skirmisher,Smoke Screen,Fissure,7,0,0,0
288,Battlesmith,Hedge Seed,Crystal,8,1,12,1
289,Griefer,Vigor Flask,Crystal,8,0,0,1
290,Evincer,Flame Trap,Crystal,8,1,2,1
291,Stargazer,Lava Cake,Crystal,8,1,5,1
292,Skirmisher,Vigor Flask,Crystal,8,1,15,1
293,Evincer,Flame Trap,Crystal,8,0,0,1
294,Stargazer,Lava Cake,Crystal,8,1,2,1
295,Cloudbreaker,Risk-It Biscuit,Crystal,8,2,31,1
296,Evincer,Flame Trap,Crystal,8,2,21,1
297,Stargazer,Lava Cake,Crystal,8,0,12,1
298,Skirmisher,Vigor Flask,Crystal,8,0,4,1
299,Skirmisher,Vigor Flask,Crystal,8,1,22,1
300,Stargazer,Lava Cake,Crystal,8,2,24,1
301,Ranger,Lava Cake,Crystal,8,1,25,1
302,Evincer,Flame Trap,Crystal,8,0,8,1
303,Artillery,Vigor Flask,Crystal,8,1,18,1
304,Stargazer,Lava Cake,Crystal,8,2,29,1
305,Evincer,Flame Trap,Crystal,8,0,10,1
306,Champion,Smoke Screen,Crystal,8,2,52,1
307,Artillery,Vigor Flask,Crystal,8,0,77,1
308,Stargazer,Lava Cake,Crystal,8,0,10,1
309,Stargazer,Lava Cake,Crystal,8,1,21,1
310,Dancer,Risk-It Biscuit,Crystal,8,1,16,1
311,Stargazer,Lava Cake,Crystal,8,4,77,0
312,Chronomancer,Nox Bomb,Crystal,8,1,16,1
313,Artillery,Vigor Flask,Crystal,8,0,4,1
314,Evincer,Flame Trap,Crystal,8,0,0,0
315,Hexblade,Spring Plume,Crystal,8,0,0,0
316,Evincer,Flame Trap,Polaris,9,0,8,1
317,Hexblade,Spring Plume,Polaris,9,2,30,1
318,Vampire,Spring Plume,Polaris,9,0,8,1
319,Chronomancer,Vigor Flask,Polaris,9,2,31,1
320,Vampire,Spring Plume,Polaris,9,1,7,1
321,Evincer,Flame Trap,Polaris,9,0,4,1
322,Titan,Flame Trap,Polaris,9,1,58,1
323,Vampire,Spring Plume,Polaris,9,0,26,1
324,Hexblade,Accelerator,Polaris,9,2,20,1
325,Frost Knight,Vigor Flask,Polaris,9,0,16,1
326,Vampire,Spring Plume,Polaris,9,0,4,1
327,Vampire,Spring Plume,Polaris,9,2,6,1
328,Frost Knight,Vigor Flask,Polaris,9,1,12,1
329,Vampire,Spring Plume,Polaris,9,1,4,1
330,Dancer,Accelerator,Polaris,9,2,35,1
331,Vampire,Spring Plume,Polaris,9,0,22,1
332,Titan,Flame Trap,Polaris,9,1,17,1
333,Frost Knight,Vigor Flask,Polaris,9,1,24,1
334,Frost Knight,Accelerator,Polaris,9,2,14,1
335,Vampire,Spring Plume,Polaris,9,1,39,1
336,Frost Knight,Vigor Flask,Polaris,9,0,3,1
337,Skirmisher,Vigor Flask,Polaris,9,2,63,1
338,Titan,Flame Trap,Polaris,9,1,6,1
339,Vampire,Spring Plume,Polaris,9,5,84,1
340,Frost Knight,Vigor Flask,Polaris,9,0,6,1
341,Titan,Vigor Flask,Polaris,9,1,4,1
342,Titan,Flame Trap,Polaris,9,1,53,1
343,Skirmisher,Vigor Flask,Polaris,9,0,2,1
344,Titan,Vigor Flask,Polaris,9,0,5,1
345,Frost Knight,Nox Bomb,Polaris,9,0,2,1
346,Alchemist,Echo Bolt,Polaris,9,2,65,1
347,Titan,Vigor Flask,Polaris,9,0,5,1
348,Titan,Vigor Flask,Polaris,9,0,5,1
349,Titan,Flame Trap,Polaris,9,1,25,1
350,Titan,Vigor Flask,Polaris,9,0,4,1
351,Vampire,Spring Plume,Polaris,9,3,54,0
352,Titan,Vigor Flask,Polaris,9,2,55,1
353,Chronomancer,Spring Plume,Polaris,9,0,9,1
354,Titan,Flame Trap,Polaris,9,0,0,0
355,Chronomancer,Spring Plume,Sunken,10,1,22,1
356,Titan,Flame Trap,Sunken,10,0,2,1
357,Cloudbreaker,Smoke Screen,Sunken,10,2,5,1
358,Titan,Vigor Flask,Sunken,10,0,0,1
359,Titan,Flame Trap,Sunken,10,1,9,1
360,Titan,Vigor Flask,Sunken,10,1,16,1
361,Stargazer,Lava Cake,Sunken,10,0,10,1
362,Cloudbreaker,Smoke Screen,Sunken,10,1,18,1
363,Titan,Risk-It Biscuit,Sunken,10,1,13,1
364,Alchemist,Smoke Screen,Sunken,10,3,23,1
365,Titan,Flame Trap,Sunken,10,1,24,1
366,Cloudbreaker,Smoke Screen,Sunken,10,0,6,1
367,Cloudbreaker,Smoke Screen,Sunken,10,0,7,1
368,Cloudbreaker,Accelerator,Sunken,10,2,10,1
369,Cloudbreaker,Smoke Screen,Sunken,10,2,36,1
370,Titan,Flame Trap,Sunken,10,0,10,1
371,Stargazer,Risk-It Biscuit,Sunken,10,4,74,1
372,Titan,Risk-It Biscuit,Sunken,10,1,20,1
373,Titan,Flame Trap,Sunken,10,1,38,1
374,Cloudbreaker,Smoke Screen,Sunken,10,0,14,1
375,Titan,Risk-It Biscuit,Sunken,10,0,2,1
376,Titan,Risk-It Biscuit,Sunken,10,0,4,1
377,Titan,Flame Trap,Sunken,10,0,16,1
378,Ranger,Lava Cake,Sunken,10,1,62,1
379,Stargazer,Risk-It Biscuit,Sunken,10,0,4,1
380,Titan,Risk-It Biscuit,Sunken,10,1,31,1
381,Evincer,Spring Plume,Sunken,10,4,69,1
382,Titan,Flame Trap,Sunken,10,0,5,1
383,Titan,Risk-It Biscuit,Sunken,10,3,58,1
384,Ranger,Lava Cake,Sunken,10,0,21,1
385,Titan,Flame Trap,Sunken,10,3,86,0
386,Ranger,Lava Cake,Sunken,10,0,6,1
387,Evincer,Spring Plume,Sunken,10,1,18,1
388,Ranger,Lava Cake,Sunken,10,0,2,1
389,Titan,Risk-It Biscuit,Sunken,10,0,4,1
390,Ranger,Lava Cake,Sunken,10,0,2,0
391,Frost Knight,Vigor Flask,Sunken,10,0,0,0
392,Champion,Echo Bolt,Fissure,11,0,10,1
393,Battlesmith,Risk-It Biscuit,Fissure,11,2,29,1
394,Battlesmith,Bandage,Fissure,11,0,10,1
395,Alchemist,Nox Bomb,Fissure,11,1,15,1
396,Hexblade,Flame Trap,Fissure,11,3,54,1
397,Spectre,Nox Bomb,Fissure,11,0,14,1
398,Alchemist,Nox Bomb,Fissure,11,1,15,1
399,Battlesmith,Risk-It Biscuit,Fissure,11,0,2,1
400,Spectre,Nox Bomb,Fissure,11,0,8,1
401,Battlesmith,Risk-It Biscuit,Fissure,11,2,38,1
402,Spectre,Nox Bomb,Fissure,11,1,4,1
403,Vampire,Nox Bomb,Fissure,11,2,35,1
404,Alchemist,Nox Bomb,Fissure,11,1,10,1
405,Spectre,Nox Bomb,Fissure,11,0,3,1
406,Battlesmith,Nox Bomb,Fissure,11,0,24,1
407,Spectre,Nox Bomb,Fissure,11,2,87,1
408,Battlesmith,Echo Bolt,Fissure,11,0,18,1
409,Alchemist,Nox Bomb,Fissure,11,0,1,1
410,Alchemist,Nox Bomb,Fissure,11,4,98,0
411,Hexblade,Nox Bomb,Fissure,11,1,20,1
412,Battlesmith,Nox Bomb,Fissure,11,3,70,1
413,Ranger,Echo Bolt,Fissure,11,0,18,1
414,Spectre,Nox Bomb,Fissure,11,0,3,1
415,Cloudbreaker,Nox Bomb,Fissure,11,1,63,0
416,Spectre,Nox Bomb,Fissure,11,0,6,1
417,Battlesmith,Nox Bomb,Fissure,11,0,6,1
418,Spectre,Nox Bomb,Fissure,11,0,7,0
419,Battlesmith,Nox Bomb,Fissure,11,0,0,0
420,Battlesmith,Nox Bomb,Dustworks,12,3,76,1
421,Stargazer,Lava Cake,Dustworks,12,0,34,1
422,Spectre,Nox Bomb,Dustworks,12,0,8,1
423,Spectre,Risk-It Biscuit,Dustworks,12,2,49,1
424,Spectre,Nox Bomb,Dustworks,12,0,0,1
425,Alchemist,Nox Bomb,Dustworks,12,0,2,1
426,Chronomancer,Nox Bomb,Dustworks,12,1,17,1
427,Alchemist,Nox Bomb,Dustworks,12,1,33,1
428,Spectre,Risk-It Biscuit,Dustworks,12,3,80,1
429,Evincer,Echo Bolt,Dustworks,12,2,46,1
430,Alchemist,Nox Bomb,Dustworks,12,0,1,1
431,Alchemist,Nox Bomb,Dustworks,12,0,8,1
432,Battlesmith,Nox Bomb,Dustworks,12,0,14,1
433,Frost Knight,Smoke Screen,Dustworks,12,1,33,1
434,Battlesmith,Nox Bomb,Dustworks,12,1,16,1
435,Champion,Spring Plume,Dustworks,12,2,33,1
436,Alchemist,Nox Bomb,Dustworks,12,0,24,1
437,Battlesmith,Nox Bomb,Dustworks,12,0,28,1
438,Spectre,Risk-It Biscuit,Dustworks,12,3,49,1
439,Alchemist,Nox Bomb,Dustworks,12,0,1,1
440,Champion,Spring Plume,Dustworks,12,1,62,1
441,Battlesmith,Nox Bomb,Dustworks,12,1,24,1
442,Alchemist,Nox Bomb,Dustworks,12,0,2,1
443,Alchemist,Nox Bomb,Dustworks,12,1,59,0
444,Battlesmith,Nox Bomb,Dustworks,12,1,46,1
445,Champion,Spring Plume,Dustworks,12,1,55,0
446,Spectre,Risk-It Biscuit,Dustworks,12,1,28,0
447,Battlesmith,Vigor Flask,Dustworks,12,0,4,1
